----------- single_objective_10Cent_50 -----------
-------------------- 1 ---------------------
log: gen	nevals	mean  	min	max
46 	74    	330.7 	312	526
47 	70    	331.78	312	598
48 	73    	339.1 	312	579
49 	69    	326.97	312	538
50 	81    	334.21	312	503
51 	73    	334.63	312	561
52 	68    	330.32	312	510
53 	73    	329.1 	312	570
54 	73    	323.2 	312	575
55 	73    	332.74	312	512
56 	78    	333.93	312	564
57 	59    	332.37	312	578
58 	63    	324.5 	312	503
59 	74    	328.85	312	576
60 	60    	322.47	312	528
61 	59    	330.59	312	510
62 	72    	330   	312	528
63 	66    	326.91	312	472
64 	73    	323.92	312	510
65 	81    	337.31	312	536
66 	75    	336.09	312	546
67 	70    	331.69	312	503
68 	71    	323.92	312	517
69 	72    	331.77	312	490
70 	69    	334.33	312	516
71 	70    	331.51	312	523
72 	72    	330.91	312	535
73 	64    	324.25	312	526
74 	69    	330.04	312	527
75 	73    	329.47	312	510
76 	61    	329.54	312	651
77 	71    	330.1 	312	564
78 	70    	330.34	312	553
79 	71    	325.96	312	531
80 	73    	333.02	312	571
81 	72    	333.73	312	524
82 	69    	319.14	312	472
83 	75    	340.35	312	591
84 	73    	326.96	312	477
85 	76    	322.45	312	481
86 	68    	324.67	312	528
87 	79    	331.68	312	496
88 	72    	326.08	312	474
89 	78    	335.15	312	563
90 	72    	330.85	312	496
91 	59    	320.62	312	526
92 	61    	338.89	312	542
93 	77    	323.4 	312	510
94 	71    	329.86	312	508
95 	74    	336.12	312	555
96 	65    	326.64	312	496
97 	68    	324.07	312	501
98 	72    	324.07	312	501
99 	70    	330.68	312	510
100	70    	339.25	312	554
-------------------- 11 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	540.71	402	668
1  	66    	490.07	402	619
2  	72    	468.62	383	646
3  	81    	457.38	348	593
4  	67    	430.62	348	599
5  	66    	413.38	348	578
6  	76    	409.02	328	560
7  	73    	391   	328	533
8  	59    	373.37	328	572
9  	68    	366.11	328	526
10 	73    	361.18	328	530
11 	66    	360.37	328	527
12 	74    	351.72	328	541
13 	73    	348.77	328	519
14 	67    	339.59	328	512
15 	69    	351.85	328	561
16 	69    	345.47	328	512
17 	75    	346.91	328	519
18 	75    	340.92	328	519
19 	75    	342.64	328	571
20 	69    	344.2 	328	526
21 	77    	346.49	328	592
22 	68    	341.84	328	512
23 	70    	341.6 	328	506
24 	69    	349.37	328	512
25 	65    	344.04	328	526
26 	71    	345.34	328	526
27 	68    	342.51	328	497
28 	63    	345.08	328	507
29 	72    	337.74	328	509
30 	70    	348.85	328	639
31 	79    	343.28	328	506
32 	60    	343.54	328	544
33 	71    	340.09	328	491
34 	66    	335.13	328	467
35 	72    	346.46	328	512
36 	72    	345.92	328	541
37 	72    	345.81	328	514
38 	72    	346.86	328	596
39 	72    	343.5 	328	514
40 	72    	336.8 	328	526
41 	70    	342.53	328	569
42 	64    	340.01	328	606
43 	78    	351.19	328	586
44 	74    	337.19	328	526
45 	71    	343.28	328	518
46 	68    	344.52	328	528
47 	72    	338.77	328	512
48 	67    	347.96	328	526
49 	73    	354.21	328	530
50 	67    	334   	328	460
51 	76    	351.65	328	519
52 	69    	339.49	328	526
53 	75    	343.92	328	533
54 	72    	338.32	328	526
55 	63    	348.72	328	529
56 	69    	347.07	328	575
57 	69    	339.47	328	512
58 	67    	340.87	328	486
59 	64    	343.46	328	526
60 	67    	345.98	328	559
61 	78    	347.61	328	531
62 	68    	337.07	328	506
63 	74    	351.04	328	547
64 	76    	344.93	328	538
65 	72    	343.94	328	600
66 	75    	344.19	328	545
67 	71    	338.52	328	526
68 	74    	343.91	328	592
69 	66    	341.86	328	491
70 	70    	340.95	328	519
71 	63    	344.49	328	506
72 	73    	352.24	328	529
73 	69    	347.59	328	561
74 	64    	339.7 	328	497
75 	73    	348.84	328	567
76 	73    	341.95	328	632
77 	66    	348.24	328	592
78 	75    	344   	328	526
79 	73    	339.22	328	526
80 	62    	343.47	328	541
81 	82    	344.49	328	526
82 	75    	344.39	328	486
83 	65    	336.03	328	519
84 	73    	340.74	328	529
85 	73    	340.73	328	497
86 	67    	341   	328	528
87 	74    	343.82	328	576
88 	74    	341.22	328	516
89 	62    	341.43	328	528
90 	68    	339.42	328	512
91 	69    	341.59	328	519
92 	68    	336.55	328	512
93 	68    	340.63	328	512
94 	69    	339.82	328	597
95 	72    	355.49	328	629
96 	74    	345.7 	328	530
97 	59    	337.31	328	519
98 	64    	339.22	328	490
99 	77    	339.78	328	559
100	64    	345.48	328	555
-------------------- 12 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	536   	401	647
1  	73    	499.52	401	646
2  	81    	469.68	395	584
3  	68    	454.75	390	589
4  	77    	441.33	369	596
5  	58    	420.51	365	600
6  	67    	408.15	365	555
7  	66    	397.14	340	545
8  	56    	376.34	339	580
9  	74    	377.41	327	626
10 	58    	363.81	327	577
11 	63    	349.21	327	471
12 	70    	345.8 	327	505
13 	68    	338.82	327	506
14 	65    	336.56	327	525
15 	69    	338.33	327	485
16 	64    	337.7 	327	514
17 	69    	339.67	327	604
18 	73    	344.43	327	486
19 	79    	346.55	327	589
20 	68    	345.56	327	525
21 	68    	340.71	327	549
22 	76    	340.06	327	505
23 	66    	340.51	327	526
24 	68    	343.09	327	525
25 	68    	345.16	327	548
26 	77    	341.2 	327	554
27 	67    	340.69	327	547
28 	80    	344.42	327	489
29 	77    	348.98	327	576
30 	65    	340.1 	327	525
31 	64    	342.33	327	525
32 	76    	350.62	327	599
33 	76    	343.38	327	514
34 	77    	341.75	327	624
35 	65    	339.19	327	569
36 	72    	337.4 	327	525
37 	76    	346.45	327	602
38 	75    	339.45	327	542
39 	68    	343.62	327	520
40 	77    	352.93	327	493
41 	66    	336.96	327	489
42 	67    	341.04	327	498
43 	71    	344.33	327	525
44 	64    	352.4 	327	561
45 	73    	341.05	327	548
46 	75    	347.25	327	577
47 	64    	341.15	327	525
48 	77    	349.11	327	569
49 	73    	337.07	327	536
50 	73    	339.72	327	585
51 	70    	348.23	327	537
52 	76    	343.07	327	549
53 	70    	342.31	327	589
54 	76    	341.12	327	506
55 	69    	344.96	327	549
56 	70    	336.57	327	472
57 	73    	350.19	327	567
58 	68    	347.21	327	571
59 	74    	338.55	327	496
60 	69    	340.33	327	519
61 	68    	342.52	327	534
62 	72    	346.46	327	515
63 	69    	342.69	327	525
64 	67    	346.14	327	558
65 	71    	341.58	327	599
66 	67    	338.69	327	496
67 	73    	341.8 	327	496
68 	75    	345.76	327	525
69 	72    	338.53	327	532
70 	79    	342.53	327	576
71 	67    	350.3 	327	570
72 	65    	338.63	327	496
73 	74    	346.79	327	528
74 	76    	346.63	327	521
75 	74    	346.89	327	522
76 	69    	343.3 	327	516
77 	75    	344.71	327	525
78 	75    	342.6 	327	525
79 	74    	345.2 	327	583
80 	60    	342.42	327	520
81 	66    	342.59	327	610
82 	68    	345.3 	327	525
83 	73    	350.51	327	595
84 	70    	341.42	327	507
85 	72    	345   	327	496
86 	78    	348.35	327	569
87 	73    	341.38	327	542
88 	71    	348.9 	327	575
89 	61    	342.23	327	525
90 	79    	345.37	327	594
91 	69    	353.85	327	525
92 	75    	345.67	327	556
93 	69    	339.47	327	525
94 	70    	345.36	327	526
95 	76    	344.18	327	545
96 	71    	335.24	327	555
97 	73    	341.23	327	501
98 	64    	345.13	327	490
99 	73    	345.16	327	505
100	79    	344.73	327	579
-------------------- 13 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	547.74	462	643
1  	74    	515.12	441	637
2  	77    	501.19	440	619
3  	69    	485.45	407	641
4  	74    	460.78	377	593
5  	68    	449.84	376	614
6  	72    	441.64	366	627
7  	73    	425   	368	582
8  	66    	402.45	339	546
9  	71    	399.4 	311	546
10 	60    	386.12	306	534
11 	72    	371.59	311	538
12 	78    	358.2 	311	550
13 	72    	344.4 	311	569
14 	72    	328.88	311	556
15 	79    	326.22	311	536
16 	77    	327.65	311	516
17 	71    	324.39	311	514
18 	70    	319.52	311	509
19 	72    	330.56	311	495
20 	72    	337.8 	311	553
21 	75    	335.63	311	568
22 	67    	326.08	311	502
23 	72    	323.09	311	604
24 	70    	328.56	311	489
25 	70    	321.41	311	468
26 	73    	328.3 	311	509
27 	73    	332.22	311	537
28 	58    	333.99	311	586
29 	75    	325.81	311	509
30 	68    	326.45	311	473
31 	78    	328.27	311	602
32 	68    	330.99	311	589
33 	61    	329   	311	583
34 	72    	320.61	311	454
35 	72    	321.81	311	476
36 	65    	329.02	311	521
37 	76    	330.54	311	670
38 	69    	323.56	311	502
39 	75    	332.07	311	509
40 	71    	333.21	311	572
41 	75    	329.71	311	509
42 	79    	326.34	311	607
43 	71    	328.23	311	502
44 	77    	336.18	311	566
45 	68    	326.91	311	565
46 	76    	327.22	311	524
47 	58    	329.2 	311	558
48 	65    	323.21	311	498
49 	69    	335.72	311	609
50 	64    	325.39	311	530
51 	66    	327.73	311	584
52 	66    	336.29	311	551
53 	71    	331.73	311	495
54 	66    	328.83	311	495
55 	75    	323.04	311	502
56 	61    	330.16	311	545
57 	72    	336.02	311	574
58 	77    	330.32	311	581
59 	64    	330.35	311	536
60 	81    	318.85	311	444
61 	71    	330.66	311	488
62 	78    	324.19	311	495
63 	71    	332.25	311	502
64 	66    	324.04	311	473
65 	63    	336.54	311	558
66 	75    	331.74	311	536
67 	71    	330.87	311	525
68 	67    	329.72	311	581
69 	69    	322.04	311	489
70 	61    	327.12	311	509
71 	73    	338.96	311	579
72 	65    	331.24	311	517
73 	74    	322.01	311	502
74 	70    	333.6 	311	533
75 	71    	326.86	311	495
76 	80    	327.31	311	609
77 	76    	323.14	311	489
78 	72    	329.72	311	550
79 	68    	321.81	311	550
80 	71    	329   	311	514
81 	67    	330.93	311	543
82 	77    	330.93	311	498
83 	78    	330.05	311	602
84 	66    	325.26	311	509
85 	77    	327.71	311	534
86 	68    	329.48	311	509
87 	66    	321.35	311	489
88 	72    	336.18	311	565
89 	62    	332.85	311	607
90 	74    	334.68	311	497
91 	66    	328.55	311	519
92 	72    	327.1 	311	626
93 	75    	337.53	311	552
94 	67    	329.52	311	502
95 	73    	329.07	311	520
96 	64    	337   	311	502
97 	76    	329.45	311	509
98 	71    	331.74	311	509
99 	57    	323.12	311	491
100	69    	327.29	311	524
-------------------- 14 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	543.73	408	647
1  	67    	497.1 	404	627
2  	72    	476.62	404	652
3  	69    	457.67	401	594
4  	72    	447   	357	582
5  	83    	436.3 	357	583
6  	60    	423.55	353	562
7  	66    	414.96	337	585
8  	66    	400.05	337	532
9  	62    	388.18	331	554
10 	69    	378.8 	323	584
11 	72    	370.93	317	570
12 	71    	357.26	317	527
13 	70    	342.37	312	582
14 	66    	337.1 	312	542
15 	69    	337.52	312	503
16 	73    	335.49	312	513
17 	65    	332.08	312	513
18 	75    	347.4 	312	495
19 	69    	335.91	312	532
20 	69    	332.01	312	548
21 	68    	325.07	312	575
22 	68    	331.89	312	537
23 	73    	328.94	312	593
24 	78    	330.64	312	614
25 	62    	323.88	312	555
26 	76    	330.38	312	540
27 	73    	324.34	312	503
28 	60    	325.06	312	510
29 	71    	325.45	312	554
30 	58    	332.35	312	576
31 	73    	336.51	312	566
32 	70    	335.3 	312	510
33 	77    	329.1 	312	482
34 	62    	333.99	312	502
35 	65    	328.13	312	490
36 	63    	327.98	312	535
37 	71    	333.29	312	539
38 	69    	330.47	312	564
39 	64    	327.67	312	553
40 	74    	329.17	312	542
41 	70    	326.53	312	503
42 	67    	323.38	312	496
43 	70    	329.71	312	497
44 	62    	326.25	312	578
45 	70    	337.52	312	580
46 	68    	327.32	312	546
47 	67    	328.64	312	608
48 	77    	325.95	312	570
49 	86    	333.78	312	564
50 	84    	329.8 	312	549
51 	75    	325.38	312	496
52 	70    	326.34	312	491
53 	68    	332.03	312	571
54 	73    	327.31	312	477
55 	67    	325   	312	510
56 	68    	334.15	312	559
57 	69    	330.19	312	510
58 	66    	327.63	312	617
59 	71    	329.01	312	507
60 	73    	344.09	312	559
61 	67    	328.41	312	577
62 	65    	331.14	312	561
63 	64    	332.83	312	606
64 	73    	324.67	312	554
65 	64    	325.79	312	512
66 	69    	331.95	312	519
67 	75    	330.41	312	497
68 	75    	323.4 	312	503
69 	75    	330.25	312	585
70 	72    	326.44	312	575
71 	70    	322.92	312	481
72 	59    	330.12	312	556
73 	77    	333.55	312	591
74 	64    	323.1 	312	529
75 	67    	329.51	312	613
76 	69    	324.32	312	520
77 	79    	331.85	312	539
78 	69    	334.38	312	570
79 	65    	331.85	312	598
80 	82    	332.5 	312	570
81 	73    	334.21	312	549
82 	77    	330.51	312	501
83 	71    	331.37	312	529
84 	66    	322.59	312	469
85 	73    	325.77	312	510
86 	71    	330.44	312	477
87 	75    	325.83	312	615
88 	62    	326.89	312	490
89 	66    	327.47	312	510
90 	68    	328.59	312	526
91 	68    	328.06	312	496
92 	78    	324.24	312	510
93 	64    	326.42	312	516
94 	67    	332.39	312	510
95 	72    	323.57	312	563
96 	66    	329.55	312	496
97 	70    	330.71	312	494
98 	71    	329.92	312	503
99 	64    	320.52	312	438
100	77    	330.67	312	486
-------------------- 15 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	544.91	405	674
1  	71    	505.39	404	634
2  	62    	476.86	401	589
3  	59    	453.09	353	567
4  	73    	435.81	371	587
5  	71    	417.97	371	545
6  	67    	419.75	345	602
7  	75    	413.72	343	567
8  	71    	396.73	334	527
9  	67    	386.66	334	559
10 	69    	385.85	334	589
11 	69    	377.34	334	555
12 	80    	368.11	334	508
13 	77    	369.3 	334	525
14 	71    	351.97	334	625
15 	68    	349.17	334	576
16 	77    	349.89	334	497
17 	67    	343.66	317	528
18 	66    	351.78	317	563
19 	69    	344.96	317	508
20 	71    	344.54	317	543
21 	66    	353.18	317	516
22 	75    	342.71	317	588
23 	73    	325.88	317	550
24 	73    	334.34	317	589
25 	73    	338.08	317	572
26 	63    	332.59	317	515
27 	67    	334   	317	566
28 	72    	330.59	317	508
29 	64    	329.56	317	482
30 	71    	337.92	317	515
31 	83    	340.93	317	551
32 	72    	336.07	317	596
33 	63    	332.35	317	485
34 	66    	328.23	317	593
35 	64    	332.69	317	546
36 	73    	335.31	317	559
37 	70    	341.13	317	565
38 	70    	330.39	317	472
39 	72    	333.85	317	495
40 	65    	331.85	317	515
41 	73    	331.84	317	501
42 	67    	330.6 	317	486
43 	62    	333.3 	317	515
44 	64    	336.79	317	512
45 	60    	334.79	317	515
46 	65    	347.55	317	588
47 	86    	341.56	317	510
48 	71    	334.59	317	515
49 	80    	341.06	317	598
50 	72    	335.61	317	631
51 	76    	334.74	317	538
52 	64    	331.07	317	508
53 	74    	332.94	317	513
54 	72    	331.68	317	515
55 	74    	344.69	317	516
56 	78    	336.73	317	575
57 	78    	327.28	317	511
58 	60    	333.65	317	606
59 	54    	334.44	317	527
60 	80    	338.27	317	515
61 	71    	338.38	317	569
62 	72    	337.61	317	542
63 	78    	330.49	317	501
64 	71    	331.76	317	477
65 	71    	338.65	317	558
66 	71    	331.4 	317	515
67 	78    	348.23	317	527
68 	64    	331.29	317	521
69 	73    	329.71	317	509
70 	69    	336.46	317	515
71 	71    	342.66	317	670
72 	69    	334.83	317	520
73 	66    	343.56	317	613
74 	73    	343.81	317	527
75 	70    	332.36	317	501
76 	80    	333.89	317	515
77 	66    	330.68	317	577
78 	75    	330.08	317	499
79 	70    	343.88	317	577
80 	66    	333.98	317	558
81 	71    	344.22	317	554
82 	71    	332.61	317	538
83 	67    	331.54	317	501
84 	67    	326.54	317	515
85 	72    	336.32	317	526
86 	70    	329.54	317	542
87 	71    	338.21	317	533
88 	62    	337.95	317	549
89 	59    	322.33	317	479
90 	64    	329.05	317	532
91 	76    	339.05	317	590
92 	73    	329.78	317	508
93 	73    	334.66	317	547
94 	71    	332.43	317	515
95 	68    	334.92	317	533
96 	65    	331.17	317	477
97 	76    	332.52	317	566
98 	68    	333.04	317	544
99 	62    	333.81	317	593
100	74    	331.15	317	515
-------------------- 16 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	546.72	401	680
1  	65    	497.47	377	613
2  	58    	461.01	377	606
3  	71    	447.38	377	575
4  	63    	431.85	368	538
5  	75    	419.27	368	567
6  	68    	414.49	336	550
7  	67    	403.17	336	574
8  	70    	385.88	336	562
9  	66    	374.31	324	615
10 	72    	359.98	324	572
11 	76    	356.08	324	514
12 	58    	343.59	324	484
13 	65    	342.71	324	516
14 	67    	337.07	324	590
15 	59    	328.44	324	453
16 	63    	340.32	324	496
17 	71    	338.95	324	573
18 	62    	342.71	324	500
19 	78    	342.51	324	606
20 	70    	340.2 	324	496
21 	61    	342.24	324	595
22 	65    	343.71	324	625
23 	63    	340.53	324	545
24 	73    	337.99	324	550
25 	66    	341.25	324	544
26 	71    	339.26	324	585
27 	73    	342.04	324	594
28 	65    	340.2 	324	536
29 	59    	335.43	324	568
30 	71    	339.46	324	497
31 	63    	340.63	324	508
32 	72    	339.52	324	510
33 	67    	333.4 	324	486
34 	68    	331.96	324	486
35 	77    	336.65	324	580
36 	69    	342.02	324	566
37 	64    	334.54	324	467
38 	62    	338.73	324	583
39 	69    	342.24	324	496
40 	63    	338.31	324	496
41 	66    	333.02	324	474
42 	72    	338.56	324	509
43 	81    	336.17	324	511
44 	65    	340.88	324	518
45 	78    	344.58	324	539
46 	65    	332.51	324	467
47 	70    	337.6 	324	494
48 	70    	349.28	324	658
49 	67    	335.15	324	508
50 	60    	334.34	324	467
51 	75    	345.1 	324	550
52 	68    	336.72	324	534
53 	73    	334.72	324	486
54 	78    	334.05	324	496
55 	61    	333.02	324	493
56 	76    	339.51	324	505
57 	72    	338.4 	324	490
58 	82    	337.5 	324	527
59 	73    	341.38	324	504
60 	60    	336.25	324	536
61 	77    	347.72	324	508
62 	72    	341.52	324	599
63 	59    	336.87	324	499
64 	68    	340.03	324	469
65 	65    	340.5 	324	522
66 	66    	339.27	324	493
67 	63    	341.61	324	567
68 	78    	342.59	324	506
69 	69    	333.45	324	507
70 	68    	341.35	324	496
71 	77    	339.91	324	550
72 	72    	344.21	324	539
73 	68    	338.32	324	469
74 	78    	339.88	324	496
75 	66    	341.62	324	523
76 	62    	342.21	324	507
77 	70    	339.76	324	510
78 	60    	339.84	324	508
79 	68    	340.08	324	512
80 	65    	342.07	324	558
81 	75    	335.33	324	525
82 	64    	341.52	324	605
83 	65    	334.99	324	493
84 	60    	336.45	324	486
85 	79    	338.3 	324	496
86 	70    	336.53	324	464
87 	75    	341.91	324	573
88 	64    	338.52	324	493
89 	74    	345.65	324	519
90 	73    	337.95	324	573
91 	66    	336.78	324	487
92 	69    	332.06	324	465
93 	79    	346.42	324	496
94 	64    	340.24	324	483
95 	61    	339.34	324	555
96 	74    	337.08	324	496
97 	78    	350.04	324	588
98 	69    	340.59	324	467
99 	79    	337.86	324	500
100	70    	335.85	324	551
-------------------- 17 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	548.1 	431	651
1  	75    	511.52	396	621
2  	56    	475.77	396	583
3  	79    	461.71	396	625
4  	61    	433.89	375	570
5  	62    	424.06	330	539
6  	75    	410.79	330	533
7  	72    	402.15	317	545
8  	68    	385.21	330	523
9  	74    	378.03	330	579
10 	69    	357.75	317	511
11 	53    	343.26	317	492
12 	72    	339.78	317	499
13 	72    	340.37	312	527
14 	67    	329.83	312	508
15 	82    	345.4 	312	601
16 	66    	339.96	312	588
17 	73    	330.66	312	496
18 	79    	327.92	312	527
19 	67    	335.11	312	552
20 	66    	321.48	312	496
21 	71    	332.84	312	520
22 	70    	327.46	312	510
23 	58    	319.95	312	520
24 	71    	326.63	312	627
25 	82    	330.72	312	550
26 	54    	332.84	312	510
27 	65    	324.36	312	506
28 	63    	338.64	312	583
29 	67    	324.28	312	503
30 	78    	327.64	312	518
31 	74    	324.01	312	476
32 	68    	324.85	312	571
33 	63    	323.61	312	591
34 	75    	329.41	312	530
35 	64    	326.76	312	528
36 	72    	326.99	312	503
37 	78    	328.95	312	623
38 	66    	329.76	312	537
39 	65    	331.9 	312	607
40 	76    	340.56	312	511
41 	68    	322.35	312	510
42 	66    	327.36	312	597
43 	66    	330.4 	312	515
44 	68    	329.14	312	463
45 	74    	333.33	312	555
46 	71    	328.62	312	497
47 	79    	332.36	312	527
48 	74    	321.78	312	490
49 	68    	321.07	312	496
50 	71    	328.31	312	481
51 	71    	332   	312	510
52 	68    	326.86	312	509
53 	70    	330.11	312	508
54 	70    	323.5 	312	496
55 	68    	333.11	312	585
56 	69    	327.83	312	510
57 	70    	324   	312	503
58 	78    	328.1 	312	496
59 	65    	326.29	312	578
60 	62    	322.15	312	455
61 	69    	343.53	312	660
62 	71    	326.66	312	472
63 	60    	328.84	312	508
64 	74    	327.51	312	501
65 	75    	326.86	312	560
66 	79    	327.76	312	561
67 	72    	322.57	312	523
68 	73    	334.15	312	545
69 	75    	341.7 	312	527
70 	73    	330.97	312	565
71 	63    	322.87	312	530
72 	78    	334.18	312	611
73 	70    	327.46	312	524
74 	72    	330.12	312	477
75 	67    	337.64	312	601
76 	61    	323.74	312	496
77 	74    	335.36	312	532
78 	73    	331.24	312	538
79 	77    	331.61	312	510
80 	65    	330.53	312	563
81 	70    	329.54	312	528
82 	70    	331.83	312	526
83 	66    	335.95	312	541
84 	70    	330.81	312	503
85 	81    	337.31	312	584
86 	65    	326.7 	312	510
87 	72    	340.07	312	595
88 	67    	329.8 	312	510
89 	71    	335.52	312	621
90 	70    	329.07	312	573
91 	68    	334.17	312	543
92 	63    	328.89	312	549
93 	76    	335.45	312	510
94 	67    	327.45	312	499
95 	74    	332.18	312	510
96 	71    	326.84	312	515
97 	77    	329.04	312	561
98 	68    	328.93	312	580
99 	73    	326.12	312	503
100	65    	333.81	312	575
-------------------- 18 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	553.23	440	676
1  	72    	514.36	436	618
2  	65    	492.72	405	603
3  	61    	466.07	405	659
4  	73    	455.08	373	641
5  	78    	446.03	369	587
6  	75    	434.56	323	572
7  	69    	420.42	323	582
8  	58    	407.51	323	596
9  	55    	391   	312	621
10 	62    	378.77	312	570
11 	76    	362.05	312	670
12 	66    	344.37	312	542
13 	70    	327.36	312	510
14 	70    	335.28	312	526
15 	59    	324.1 	312	469
16 	70    	331.34	312	513
17 	80    	330.33	312	503
18 	71    	334.3 	312	563
19 	72    	330.14	312	510
20 	68    	326.26	312	541
21 	69    	329.26	312	536
22 	69    	323.69	312	490
23 	69    	322.23	312	490
24 	66    	326.65	312	451
25 	57    	330.93	312	559
26 	80    	332.52	312	518
27 	66    	332.61	312	524
28 	66    	340.46	312	620
29 	61    	327.77	312	637
30 	71    	331.65	312	513
31 	79    	333.46	312	510
32 	76    	332.46	312	510
33 	73    	328.13	312	510
34 	75    	329.42	312	578
35 	64    	326.93	312	526
36 	75    	339.05	312	515
37 	66    	330.22	312	496
38 	70    	334.33	312	510
39 	72    	325.47	312	516
40 	77    	333.05	312	585
41 	68    	328.68	312	634
42 	65    	328.65	312	496
43 	69    	322.95	312	527
44 	63    	329.29	312	527
45 	67    	326.57	312	525
46 	74    	325.1 	312	517
47 	73    	324.49	312	543
48 	72    	334.65	312	503
49 	65    	335.49	312	521
50 	72    	329.28	312	503
51 	61    	324.8 	312	510
52 	63    	325.16	312	520
53 	59    	318.5 	312	503
54 	72    	330.03	312	621
55 	63    	331.66	312	576
56 	57    	322.37	312	477
57 	66    	330.36	312	585
58 	74    	324.09	312	510
59 	66    	321.6 	312	458
60 	67    	331.04	312	604
61 	77    	328.26	312	534
62 	72    	323.31	312	510
63 	74    	325.39	312	636
64 	62    	330.4 	312	503
65 	78    	332.67	312	510
66 	68    	328.92	312	546
67 	73    	329.58	312	636
68 	72    	329.31	312	520
69 	67    	324.53	312	458
70 	68    	324.75	312	544
71 	61    	326.7 	312	479
72 	63    	326.98	312	578
73 	72    	332.1 	312	588
74 	71    	324.68	312	591
75 	81    	334.07	312	589
76 	61    	327.65	312	526
77 	66    	332.42	312	626
78 	63    	333.62	312	512
79 	66    	329.18	312	525
80 	62    	322.04	312	496
81 	71    	326.12	312	525
82 	73    	332.85	312	568
83 	61    	325.18	312	510
84 	69    	327.12	312	526
85 	73    	337.04	312	585
86 	71    	331.16	312	513
87 	69    	326.52	312	503
88 	78    	328.21	312	547
89 	68    	326.65	312	510
90 	76    	329   	312	522
91 	73    	337.03	312	546
92 	78    	334.93	312	548
93 	72    	336.53	312	573
94 	66    	324.98	312	498
95 	66    	332.77	312	513
96 	58    	327.46	312	531
97 	74    	330.59	312	597
98 	68    	329.12	312	515
99 	65    	327.19	312	508
100	65    	331.33	312	589
-------------------- 19 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	544.53	421	659
1  	79    	508.52	418	632
2  	70    	479.33	372	614
3  	64    	444.64	372	534
4  	59    	424.18	338	523
5  	71    	415.34	333	542
6  	67    	393.54	338	525
7  	71    	381.23	336	530
8  	71    	362   	336	607
9  	70    	356.41	327	536
10 	70    	355.28	327	578
11 	65    	360.09	327	501
12 	77    	347.44	327	576
13 	77    	353.32	327	585
14 	72    	344.88	327	525
15 	78    	350.51	327	583
16 	69    	338.56	327	496
17 	73    	343.31	327	506
18 	66    	338.29	327	476
19 	78    	338.96	327	544
20 	76    	344.41	327	597
21 	72    	345.78	327	489
22 	62    	338.14	327	505
23 	68    	343.01	327	599
24 	69    	343.95	327	525
25 	69    	344.05	327	519
26 	62    	345.54	327	526
27 	77    	335.47	327	445
28 	72    	341.07	327	553
29 	75    	340.09	327	489
30 	68    	338.97	327	525
31 	58    	340.72	327	560
32 	76    	336.19	327	466
33 	74    	342.14	327	515
34 	66    	343.03	327	515
35 	72    	341.19	327	489
36 	63    	343.47	327	525
37 	65    	343.92	327	548
38 	80    	341.52	327	610
39 	65    	346.54	327	584
40 	63    	349.78	327	560
41 	78    	346.93	327	525
42 	69    	344.37	327	584
43 	78    	342.51	327	505
44 	74    	340.21	327	516
45 	72    	349.46	327	526
46 	73    	346.15	327	604
47 	71    	338.57	327	602
48 	67    	341.27	327	485
49 	69    	338.86	327	583
50 	68    	339.03	327	490
51 	68    	341.55	327	598
52 	67    	344.56	327	553
53 	69    	350.13	327	524
54 	67    	335.21	327	444
55 	70    	345.92	327	609
56 	65    	334.85	327	495
57 	61    	353.15	327	570
58 	82    	342.6 	327	634
59 	76    	342.72	327	525
60 	72    	348.01	327	505
61 	65    	338.94	327	525
62 	71    	350.82	327	570
63 	64    	343.65	327	499
64 	63    	343.33	327	525
65 	77    	348.58	327	577
66 	71    	339.2 	327	529
67 	69    	350.5 	327	537
68 	57    	340.61	327	505
69 	74    	341.26	327	525
70 	65    	340.91	327	476
71 	65    	346.26	327	505
72 	72    	347.37	327	558
73 	67    	339.79	327	550
74 	69    	336.37	327	459
75 	70    	342   	327	541
76 	71    	340.22	327	509
77 	70    	337.02	327	466
78 	74    	340.91	327	505
79 	69    	353.28	327	570
80 	64    	340.3 	327	525
81 	63    	347.62	327	525
82 	64    	338.01	327	525
83 	73    	337.59	327	496
84 	60    	338.57	327	459
85 	75    	342.04	327	505
86 	69    	347.63	327	525
87 	70    	350.45	327	525
88 	69    	341.1 	327	489
89 	67    	347.42	327	606
90 	67    	346.24	327	502
91 	75    	345.9 	327	622
92 	84    	342.42	327	505
93 	74    	347.17	327	537
94 	73    	339.32	327	505
95 	63    	337.17	327	527
96 	82    	348.97	327	618
97 	65    	341.72	327	502
98 	67    	342.82	327	558
99 	83    	345.29	327	496
100	50    	345.27	327	542
-------------------- 20 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	551.21	386	659
1  	67    	498.38	386	637
2  	75    	458.18	364	613
3  	66    	438.47	364	598
4  	75    	408.8 	353	549
5  	76    	400.53	353	555
