----------- single_objective_10Cent_50 -----------
-------------------- 1 ---------------------
log: gen	nevals	mean  	min	max
6  	70    	383.46	334	540
7  	64    	383.43	319	549
8  	75    	379.86	306	535
9  	76    	363.78	306	490
10 	67    	355.56	306	545
11 	64    	335.93	306	523
12 	69    	329.17	306	517
13 	61    	321.68	306	475
14 	60    	316.14	306	505
15 	73    	326.92	306	659
16 	78    	324.3 	306	564
17 	66    	321.8 	306	484
18 	73    	326.58	306	539
19 	70    	320.11	306	504
20 	68    	326.08	306	490
21 	78    	322.64	306	499
22 	82    	323.06	306	504
23 	66    	319.79	306	505
24 	61    	326   	306	468
25 	73    	323.31	306	549
26 	73    	321.18	306	500
27 	79    	334.67	306	551
28 	74    	325.22	306	499
29 	66    	322   	306	525
30 	60    	321.68	306	475
31 	71    	319.06	306	492
32 	70    	320.51	306	497
33 	72    	320.89	306	527
34 	67    	316.27	306	490
35 	76    	326.6 	306	578
36 	75    	327.26	306	535
37 	76    	316.81	306	490
38 	68    	322.96	306	605
39 	69    	327.48	306	514
40 	68    	321.1 	306	500
41 	63    	318.78	306	497
42 	73    	337.57	306	578
43 	71    	320.47	306	497
44 	78    	334.67	306	589
45 	77    	319.95	306	558
46 	67    	320.9 	306	497
47 	72    	318.76	306	559
48 	71    	323.56	306	610
49 	75    	338.06	306	558
50 	70    	326.24	306	543
51 	77    	325.82	306	514
52 	69    	318.86	306	510
53 	78    	331.16	306	564
54 	74    	320.37	306	499
55 	70    	323.01	306	471
56 	73    	318.31	306	504
57 	69    	318.61	306	504
58 	70    	324.14	306	545
59 	71    	324.74	306	497
60 	67    	319.48	306	497
61 	63    	323.73	306	490
62 	67    	318.92	306	497
63 	70    	313.67	306	470
64 	63    	325.75	306	510
65 	72    	329.34	306	593
66 	77    	332.54	306	517
67 	69    	324.96	306	484
68 	74    	327.2 	306	497
69 	78    	334.46	306	540
70 	82    	330.81	306	497
71 	64    	326.82	306	484
72 	72    	320.9 	306	504
73 	76    	319.77	306	475
74 	83    	325.03	306	497
75 	69    	327.71	306	497
76 	77    	320.83	306	484
77 	76    	326.79	306	577
78 	66    	325.75	306	497
79 	72    	329.64	306	620
80 	53    	312.34	306	490
81 	81    	323.76	306	525
82 	75    	332   	306	600
83 	64    	325.68	306	500
84 	69    	318.01	306	559
85 	61    	319.8 	306	589
86 	82    	322.18	306	497
87 	72    	329.82	306	510
88 	78    	322.96	306	503
89 	69    	319.29	306	555
90 	68    	322.22	306	484
91 	69    	327.63	306	504
92 	67    	321.04	306	565
93 	67    	326.08	306	512
94 	66    	320.85	306	525
95 	72    	327.84	306	558
96 	78    	326.92	306	504
97 	66    	322.58	306	524
98 	69    	319.36	306	489
99 	79    	323.17	306	578
100	74    	321.45	306	533
-------------------- 21 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	544.38	428	688
1  	73    	508.25	428	622
2  	64    	481.81	388	602
3  	75    	469.25	359	610
4  	65    	451.96	359	585
5  	73    	430.91	359	563
6  	72    	422.49	348	609
7  	71    	397.18	328	552
8  	69    	393.1 	328	557
9  	72    	387.23	323	528
10 	72    	390.78	323	608
11 	72    	380.79	323	546
12 	68    	370.16	323	551
13 	76    	369.19	323	523
14 	61    	359.82	323	584
15 	68    	341.03	323	492
16 	67    	343.25	323	514
17 	66    	349.43	323	535
18 	77    	344.11	323	534
19 	72    	340.17	323	522
20 	68    	342.26	323	525
21 	67    	338.47	323	538
22 	77    	333.96	323	465
23 	61    	330.9 	323	501
24 	68    	337.22	323	481
25 	66    	331.96	323	501
26 	73    	337.38	323	522
27 	82    	344.92	323	542
28 	73    	336.03	323	514
29 	66    	341.18	323	514
30 	74    	344.03	323	556
31 	79    	337.01	323	529
32 	74    	339.23	323	525
33 	66    	334.3 	323	517
34 	70    	335.88	323	507
35 	75    	339.12	323	529
36 	64    	332.69	323	534
37 	77    	347.5 	323	529
38 	69    	348.03	323	546
39 	68    	342.54	323	501
40 	68    	337.06	323	523
41 	70    	343.29	323	521
42 	75    	335.19	323	514
43 	75    	348.65	323	543
44 	73    	348.52	323	521
45 	73    	339.1 	323	514
46 	73    	336.45	323	507
47 	77    	342.55	323	612
48 	72    	337.25	323	554
49 	66    	334.64	323	538
50 	73    	334.77	323	507
51 	68    	335.99	323	506
52 	75    	348.1 	323	525
53 	69    	343.52	323	529
54 	72    	340.87	323	514
55 	73    	339.52	323	558
56 	58    	333.67	323	514
57 	64    	342.02	323	537
58 	73    	337.61	323	530
59 	69    	343.03	323	613
60 	73    	342.74	323	540
61 	66    	333.41	323	514
62 	76    	334.69	323	521
63 	67    	340.17	323	575
64 	69    	331.76	323	501
65 	71    	334.34	323	507
66 	68    	337.11	323	485
67 	70    	335.52	323	448
68 	80    	340.57	323	557
69 	75    	340.92	323	537
70 	77    	337.02	323	530
71 	76    	350.77	323	640
72 	72    	347.58	323	575
73 	67    	341.82	323	564
74 	70    	334.99	323	485
75 	66    	343.01	323	534
76 	70    	339.87	323	485
77 	81    	339.39	323	521
78 	76    	343.69	323	592
79 	71    	338.53	323	514
80 	67    	331.62	323	569
81 	59    	335.77	323	501
82 	64    	345.96	323	546
83 	67    	339.31	323	521
84 	69    	340.5 	323	530
85 	64    	336.62	323	543
86 	69    	334.65	323	501
87 	69    	335.19	323	529
88 	69    	336.1 	323	485
89 	66    	335.39	323	501
90 	63    	336.1 	323	517
91 	60    	331.24	323	521
92 	77    	340.56	323	555
93 	67    	336.89	323	514
94 	74    	334.47	323	521
95 	68    	342.17	323	553
96 	74    	342.07	323	552
97 	72    	334.8 	323	521
98 	72    	347.24	323	539
99 	62    	334.99	323	517
100	67    	339.21	323	576
-------------------- 22 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	544.15	418	655
1  	67    	509.04	418	629
2  	84    	476.35	368	651
3  	72    	460.73	368	568
4  	68    	442.23	358	595
5  	76    	431.92	358	604
6  	72    	402.31	358	566
7  	70    	384.99	319	522
8  	79    	386.09	319	615
9  	73    	368.74	306	606
10 	56    	355.45	306	577
11 	68    	337.77	306	510
12 	78    	323.48	306	477
13 	62    	323.29	306	502
14 	63    	325.63	306	652
15 	72    	330.63	306	567
16 	70    	321.71	306	621
17 	66    	323.73	306	555
18 	73    	322.3 	306	475
19 	61    	320.98	306	501
20 	64    	327.54	306	504
21 	65    	330.11	306	588
22 	66    	325.11	306	490
23 	57    	322.4 	306	604
24 	70    	326.7 	306	588
25 	65    	325.13	306	497
26 	66    	321.77	306	504
27 	71    	325.39	306	490
28 	62    	323.75	306	504
29 	71    	324.48	306	541
30 	67    	321.75	306	510
31 	56    	317.07	306	603
32 	68    	327.81	306	508
33 	74    	319.43	306	468
34 	72    	319.72	306	497
35 	68    	320.38	306	504
36 	74    	321.78	306	532
37 	68    	318.29	306	497
38 	75    	322.81	306	497
39 	78    	324.22	306	535
40 	61    	319.5 	306	484
41 	70    	320.88	306	506
42 	70    	318.61	306	497
43 	63    	325.21	306	577
44 	65    	323.48	306	546
45 	79    	320.5 	306	503
46 	75    	318.38	306	484
47 	75    	328.09	306	546
48 	76    	317.72	306	497
49 	66    	318.55	306	490
50 	78    	329.67	306	541
51 	67    	318.52	306	490
52 	71    	324.5 	306	549
53 	68    	333.17	306	621
54 	72    	329.69	306	497
55 	74    	326.52	306	504
56 	68    	328.67	306	584
57 	66    	314.27	306	475
58 	66    	328.1 	306	559
59 	69    	316.29	306	475
60 	66    	322.22	306	484
61 	65    	321.57	306	524
62 	79    	330.64	306	510
63 	56    	312.46	306	434
64 	69    	328.71	306	563
65 	68    	322.69	306	504
66 	70    	328.17	306	605
67 	78    	331.38	306	527
68 	70    	328.32	306	618
69 	68    	323.45	306	592
70 	69    	322.17	306	504
71 	67    	318.22	306	497
72 	65    	319.97	306	576
73 	77    	329.32	306	490
74 	73    	323.3 	306	536
75 	70    	322.7 	306	573
76 	64    	321.07	306	504
77 	68    	328.08	306	615
78 	72    	326.32	306	502
79 	80    	328.13	306	504
80 	78    	326.61	306	553
81 	67    	330.86	306	555
82 	73    	323.39	306	605
83 	67    	319.57	306	475
84 	69    	324.45	306	578
85 	74    	326.62	306	659
86 	70    	318.82	306	490
87 	65    	325.71	306	646
88 	73    	322.75	306	536
89 	69    	316.99	306	534
90 	80    	325.3 	306	543
91 	78    	329.11	306	543
92 	66    	323.84	306	581
93 	73    	328.45	306	497
94 	71    	317.95	306	588
95 	70    	325.23	306	546
96 	63    	320.46	306	497
97 	81    	325.48	306	559
98 	59    	324.95	306	630
99 	84    	331.84	306	563
100	82    	326.44	306	504
-------------------- 23 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	551.89	408	670
1  	69    	501.93	408	647
2  	67    	473.91	408	603
3  	62    	440.74	380	589
4  	72    	425.16	354	563
5  	67    	419.51	354	547
6  	73    	410.42	344	558
7  	60    	389.46	334	564
8  	74    	371.27	327	477
9  	69    	371.18	319	511
10 	76    	368.25	319	581
11 	75    	367.25	319	532
12 	73    	350.88	319	488
13 	71    	352.77	319	586
14 	67    	333.85	306	516
15 	79    	328.3 	306	492
16 	78    	349.96	306	627
17 	73    	341.74	306	613
18 	67    	336.13	306	555
19 	77    	334.29	306	536
20 	62    	322.03	306	543
21 	62    	316.52	306	490
22 	70    	317.85	306	546
23 	79    	322.61	306	504
24 	69    	326.21	306	519
25 	89    	329.65	306	578
26 	72    	324.42	306	484
27 	75    	328.87	306	558
28 	81    	329.39	306	504
29 	70    	311.94	306	543
30 	70    	328.38	306	597
31 	68    	327.46	306	517
32 	68    	318.42	306	501
33 	79    	320.02	306	484
34 	76    	338.34	306	512
35 	73    	323.2 	306	525
36 	69    	326.4 	306	555
37 	75    	331.13	306	489
38 	69    	324.96	306	521
39 	80    	327.76	306	555
40 	79    	318.65	306	557
41 	60    	315.86	306	466
42 	64    	319.05	306	466
43 	70    	323.3 	306	497
44 	69    	312.75	306	475
45 	66    	318.42	306	521
46 	57    	322.15	306	503
47 	67    	321.57	306	497
48 	75    	325.59	306	543
49 	76    	325.02	306	579
50 	79    	327.32	306	564
51 	59    	319.5 	306	497
52 	62    	317.28	306	569
53 	62    	323.18	306	513
54 	62    	320.09	306	504
55 	79    	319.54	306	475
56 	70    	320.15	306	541
57 	60    	327.69	306	582
58 	71    	322.31	306	496
59 	66    	326.99	306	552
60 	68    	321.68	306	512
61 	61    	319.8 	306	504
62 	67    	325.77	306	518
63 	75    	317.87	306	459
64 	65    	326.08	306	532
65 	78    	322.78	306	553
66 	72    	325.8 	306	559
67 	77    	324.15	306	607
68 	68    	322.62	306	497
69 	79    	328.68	306	497
70 	77    	328.07	306	557
71 	69    	321.91	306	461
72 	73    	322.55	306	497
73 	72    	332.75	306	584
74 	75    	325.66	306	554
75 	72    	322.63	306	497
76 	73    	325.65	306	504
77 	68    	321.13	306	504
78 	69    	322.12	306	490
79 	68    	323.02	306	484
80 	71    	331.61	306	550
81 	68    	326.91	306	632
82 	65    	330.09	306	637
83 	68    	325.85	306	490
84 	73    	326.77	306	504
85 	68    	330.53	306	615
86 	68    	324.68	306	497
87 	71    	316.55	306	475
88 	68    	326.65	306	508
89 	64    	321.97	306	659
90 	75    	337.09	306	568
91 	65    	329.07	306	578
92 	76    	324.79	306	506
93 	75    	326.14	306	504
94 	66    	326.89	306	574
95 	69    	313.81	306	461
96 	74    	324.21	306	546
97 	67    	315.72	306	484
98 	68    	320.67	306	492
99 	75    	318.22	306	527
100	66    	325.55	306	578
-------------------- 24 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	543.5 	361	658
1  	73    	496.21	357	589
2  	73    	464.48	357	632
3  	64    	430.98	355	584
4  	70    	413.24	317	576
5  	69    	388.54	317	606
6  	64    	378.46	317	548
7  	71    	366.4 	317	491
8  	72    	373.76	317	515
9  	73    	357.22	317	517
10 	80    	355.44	317	501
11 	77    	334.47	317	501
12 	62    	343   	317	554
13 	68    	328.52	317	515
14 	73    	332.41	317	515
15 	70    	338.49	317	543
16 	62    	325.25	317	501
17 	62    	341.8 	317	577
18 	62    	333.29	317	518
19 	75    	336.11	317	515
20 	67    	337.34	317	581
21 	70    	330.42	317	545
22 	72    	328.69	317	515
23 	76    	327.27	317	500
24 	64    	334.94	317	515
25 	72    	336.74	317	591
26 	65    	336.99	317	550
27 	67    	326.6 	317	520
28 	67    	338.2 	317	578
29 	72    	332.76	317	580
30 	72    	333.42	317	528
31 	71    	340.05	317	566
32 	79    	329.97	317	494
33 	79    	338.24	317	515
34 	64    	330.84	317	515
35 	77    	334.56	317	609
36 	65    	334.29	317	544
37 	70    	333.02	317	508
38 	63    	338.58	317	603
39 	66    	322.2 	317	444
40 	72    	334.42	317	508
41 	67    	330.8 	317	564
42 	69    	337.82	317	559
43 	69    	333.31	317	520
44 	73    	334.08	317	522
45 	67    	335.26	317	541
46 	60    	330.7 	317	566
47 	81    	338.12	317	508
48 	72    	336.8 	317	604
49 	73    	321.4 	317	414
50 	71    	336.22	317	545
51 	61    	328.31	317	495
52 	66    	337.97	317	632
53 	70    	338.43	317	559
54 	72    	336.15	317	515
55 	67    	335.94	317	555
56 	70    	341.96	317	543
57 	69    	338.15	317	593
58 	66    	325.9 	317	477
59 	69    	332.84	317	547
60 	74    	337.08	317	521
61 	61    	335.62	317	508
62 	75    	327.86	317	515
63 	60    	331.71	317	508
64 	64    	340.64	317	515
65 	66    	336.37	317	515
66 	73    	332.29	317	501
67 	76    	335.7 	317	495
68 	72    	331.56	317	544
69 	74    	339.79	317	585
70 	71    	338.84	317	514
71 	81    	336.88	317	545
72 	66    	332.33	317	501
73 	65    	333.5 	317	492
74 	67    	334.69	317	631
75 	74    	329.18	317	515
76 	59    	335.77	317	559
77 	62    	329.35	317	508
78 	70    	340.68	317	590
79 	69    	329.01	317	515
80 	55    	327.8 	317	493
81 	60    	329.66	317	482
82 	69    	333.15	317	508
83 	76    	332.85	317	547
84 	75    	340.27	317	575
85 	78    	330.82	317	527
86 	73    	333.49	317	515
87 	71    	338.64	317	515
88 	75    	330.16	317	515
89 	71    	326.81	317	495
90 	74    	333.79	317	624
91 	79    	335.71	317	571
92 	67    	331.99	317	569
93 	70    	342.82	317	603
94 	69    	332.67	317	508
95 	66    	327.35	317	520
96 	75    	331.88	317	508
97 	67    	342.21	317	579
98 	67    	330.58	317	540
99 	72    	341.77	317	547
100	63    	339.62	317	564
-------------------- 25 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	540.25	368	658
1  	65    	486.34	345	590
2  	65    	442.68	345	617
3  	75    	408.54	328	549
4  	71    	378.02	312	537
5  	70    	363.23	312	544
6  	67    	352.76	312	578
7  	63    	335.35	312	471
8  	64    	325.79	312	508
9  	69    	327.29	312	524
10 	77    	333.38	312	503
11 	68    	331.62	312	510
12 	69    	323.56	312	503
13 	56    	327.6 	312	564
14 	77    	326.4 	312	503
15 	79    	332.37	312	524
16 	64    	325.58	312	496
17 	66    	330.62	312	538
18 	65    	329.37	312	516
19 	72    	315.28	312	438
20 	73    	337.69	312	565
21 	73    	326.51	312	496
22 	77    	335.86	312	521
23 	71    	328.02	312	585
24 	70    	327.06	312	565
25 	69    	330.35	312	621
26 	68    	325.99	312	637
27 	64    	323.05	312	522
28 	83    	343.39	312	535
29 	63    	323.3 	312	524
30 	62    	335.32	312	539
31 	67    	324.57	312	547
32 	76    	334   	312	526
33 	68    	329.34	312	525
34 	68    	324.06	312	536
35 	63    	329.57	312	510
36 	70    	332.27	312	565
37 	71    	323.9 	312	477
38 	65    	334.15	312	510
39 	72    	329.3 	312	510
40 	66    	325.39	312	558
41 	66    	329.7 	312	576
42 	76    	330.61	312	477
43 	69    	335.15	312	571
44 	75    	335.64	312	531
45 	50    	325.59	312	481
46 	70    	334.34	312	571
47 	68    	323.92	312	483
48 	73    	331.69	312	510
49 	82    	333.3 	312	578
50 	73    	330.01	312	627
51 	71    	328.48	312	510
52 	70    	329.02	312	613
53 	58    	323.24	312	496
54 	72    	329.2 	312	547
55 	69    	332.38	312	510
56 	70    	349.33	312	636
57 	64    	328.23	312	510
58 	66    	334.38	312	620
59 	77    	327.46	312	503
60 	61    	329.51	312	496
61 	71    	325.44	312	477
62 	72    	333.41	312	510
63 	72    	324.21	312	525
64 	76    	325.88	312	510
65 	68    	322.35	312	510
66 	64    	321.9 	312	607
67 	63    	334.07	312	510
68 	74    	329.14	312	536
69 	68    	328.76	312	510
70 	77    	335.94	312	556
71 	70    	329.1 	312	528
72 	81    	333.21	312	582
73 	61    	323.96	312	481
74 	61    	340.16	312	604
75 	64    	321.48	312	467
76 	68    	331.17	312	543
77 	74    	333.59	312	496
78 	74    	326.6 	312	526
79 	71    	339.65	312	595
80 	71    	331.2 	312	505
81 	65    	326.36	312	496
82 	72    	339.87	312	546
83 	63    	332.67	312	570
84 	67    	334.22	312	510
85 	73    	330.16	312	503
86 	67    	331.24	312	537
87 	62    	321.69	312	477
88 	69    	324.2 	312	496
89 	74    	328.22	312	503
90 	72    	326.38	312	538
91 	75    	319.53	312	468
92 	75    	327.45	312	490
93 	73    	326.3 	312	541
94 	72    	326.72	312	578
95 	75    	333.22	312	584
96 	72    	328.58	312	510
97 	67    	326.54	312	477
98 	67    	329.65	312	491
99 	68    	328.72	312	578
100	73    	326.38	312	520
-------------------- 26 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	540.43	411	663
1  	70    	502.24	411	605
2  	52    	466.75	369	588
3  	66    	442.09	369	550
4  	68    	426.17	369	541
5  	69    	427.49	369	601
6  	76    	421.16	366	588
7  	58    	390.11	366	571
8  	79    	387.32	369	518
9  	75    	380.67	306	540
10 	66    	379.19	306	547
11 	74    	371.35	306	544
12 	83    	364.26	306	532
13 	69    	333.16	306	589
14 	77    	320.28	306	452
15 	72    	322.1 	306	497
16 	73    	324.38	306	591
17 	78    	322.59	306	507
18 	69    	331.71	306	528
19 	73    	313.01	306	452
20 	74    	323.88	306	607
21 	72    	331.3 	306	505
22 	68    	320.08	306	493
23 	72    	330.84	306	604
24 	81    	327.63	306	605
25 	70    	326.8 	306	543
26 	70    	328.82	306	540
27 	66    	318.43	306	517
28 	68    	321.37	306	464
29 	64    	330.89	306	600
30 	76    	322.95	306	497
31 	78    	317.82	306	484
32 	67    	327.15	306	534
33 	70    	329.53	306	510
34 	63    	321.09	306	496
35 	75    	325.62	306	555
36 	68    	330.55	306	610
37 	74    	327.66	306	504
38 	69    	320.01	306	537
39 	64    	318.59	306	490
40 	70    	316.55	306	525
41 	61    	322.57	306	504
42 	70    	325.87	306	555
43 	64    	323.66	306	500
44 	62    	325.32	306	549
45 	72    	329.02	306	507
46 	62    	317.32	306	521
47 	72    	326.03	306	557
48 	64    	321.18	306	490
49 	73    	329.22	306	618
50 	70    	328.16	306	550
51 	64    	317.67	306	504
52 	71    	318.9 	306	461
53 	68    	333.19	306	543
54 	64    	326.15	306	484
55 	65    	323.55	306	504
56 	70    	323.81	306	535
57 	75    	322.75	306	521
58 	63    	322.38	306	572
59 	72    	329.41	306	541
60 	70    	326.14	306	536
61 	73    	328.86	306	496
62 	72    	316.56	306	577
63 	68    	319.43	306	529
64 	70    	325.41	306	497
65 	56    	318.59	306	501
66 	72    	316.97	306	497
67 	65    	339.45	306	575
68 	83    	324.77	306	504
69 	68    	321.93	306	504
70 	67    	314.57	306	450
71 	66    	325.45	306	530
72 	68    	321.51	306	494
73 	60    	323.89	306	543
74 	70    	325.57	306	607
75 	70    	322.28	306	554
76 	67    	323.92	306	605
77 	75    	321.84	306	508
78 	65    	320.85	306	504
79 	66    	320.57	306	503
80 	72    	323.11	306	536
81 	61    	322.87	306	532
82 	67    	323.62	306	549
83 	78    	329.26	306	550
84 	68    	319.14	306	504
85 	68    	332.54	306	497
86 	66    	313.97	306	452
87 	68    	327.31	306	564
88 	63    	318.2 	306	557
89 	63    	327.75	306	578
90 	62    	320.12	306	581
91 	74    	326.73	306	535
92 	64    	321.15	306	497
93 	58    	325.35	306	497
94 	68    	315.65	306	490
95 	72    	326.79	306	528
96 	70    	333.2 	306	626
97 	66    	313.61	306	471
98 	61    	313.95	306	507
99 	72    	329.98	306	506
100	78    	321.59	306	497
-------------------- 27 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	543.85	406	658
1  	71    	497.35	401	619
2  	74    	465.03	401	595
3  	83    	449.22	360	585
4  	72    	431.46	360	550
5  	69    	423.5 	357	631
6  	69    	406.27	357	555
7  	66    	392.19	355	546
8  	73    	383.02	347	520
9  	65    	375.05	347	534
10 	64    	369.03	330	551
11 	70    	374.27	330	520
12 	77    	358.25	330	503
13 	68    	348.86	330	504
14 	66    	355.02	330	492
15 	77    	357.05	330	549
16 	74    	343.58	317	564
17 	75    	343.56	317	504
18 	71    	339.37	317	495
19 	75    	345.52	317	552
20 	67    	346.27	317	542
21 	71    	328.7 	317	508
22 	77    	332.18	317	508
23 	75    	328.45	317	501
24 	74    	333.36	317	515
25 	67    	335.78	317	580
26 	72    	338.95	317	542
27 	65    	335.13	317	501
28 	68    	336.03	317	612
29 	75    	351.18	317	576
30 	70    	334.88	317	543
31 	65    	335.04	317	540
32 	75    	334.55	317	597
33 	71    	331.1 	317	555
34 	68    	337.33	317	523
35 	76    	331.23	317	482
36 	74    	329.91	317	545
37 	70    	329.52	317	478
38 	65    	335.73	317	515
39 	68    	332.26	317	513
40 	72    	338.59	317	565
41 	65    	329.57	317	495
42 	77    	332.29	317	490
43 	72    	340.81	317	568
44 	68    	332.34	317	495
45 	82    	335.49	317	503
46 	76    	337.44	317	547
47 	65    	340.68	317	553
48 	64    	327.29	317	515
49 	66    	326.96	317	506
50 	64    	338.78	317	513
51 	64    	331.3 	317	479
52 	67    	328.56	317	515
53 	59    	331.6 	317	572
54 	67    	333.32	317	612
55 	68    	330.78	317	579
56 	62    	338.79	317	520
57 	74    	335.46	317	505
58 	75    	334.17	317	511
59 	69    	335.91	317	592
60 	66    	326.79	317	471
61 	79    	330.93	317	596
62 	72    	336.17	317	515
63 	71    	337.75	317	563
64 	76    	334.54	317	501
65 	71    	327.84	317	515
66 	77    	346.8 	317	568
67 	71    	329.22	317	495
68 	60    	324.94	317	501
69 	73    	339.35	317	515
70 	67    	337.81	317	588
71 	65    	329.46	317	501
72 	79    	339.03	317	620
73 	69    	338.32	317	588
74 	83    	330.34	317	515
75 	65    	332.57	317	502
76 	49    	329.11	317	508
77 	81    	337.53	317	565
78 	62    	332.06	317	562
79 	62    	329.93	317	568
80 	77    	331.17	317	523
81 	63    	327.05	317	463
82 	64    	336.03	317	512
83 	70    	332.05	317	508
84 	61    	336.75	317	590
85 	72    	334.91	317	495
86 	78    	329.17	317	515
87 	81    	330.88	317	565
88 	68    	330.59	317	495
89 	68    	336.33	317	528
90 	70    	335.49	317	523
91 	73    	329.86	317	508
92 	71    	336.37	317	515
93 	74    	327.32	317	477
94 	70    	333.13	317	515
95 	70    	341.71	317	555
96 	73    	331.46	317	515
97 	69    	328.51	317	618
98 	74    	339.27	317	588
99 	79    	331.99	317	566
100	81    	339.16	317	496
-------------------- 28 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	549.35	405	649
1  	73    	513.2 	379	602
2  	73    	493.07	360	624
3  	65    	458.85	360	583
4  	73    	438.68	343	586
5  	63    	428.87	338	558
6  	71    	404.43	338	610
7  	70    	379.03	338	573
8  	69    	363.64	306	537
9  	62    	358.78	306	503
10 	79    	365.68	306	571
11 	71    	363.62	306	619
12 	71    	346.27	306	576
13 	71    	336.58	306	667
14 	67    	315.03	306	470
15 	64    	321.07	306	543
16 	72    	331.91	306	578
17 	79    	330.69	306	504
18 	68    	326.57	306	536
19 	71    	322.04	306	504
20 	63    	318.27	306	471
21 	60    	330.33	306	532
22 	67    	321.75	306	504
23 	75    	333.88	306	504
24 	72    	325.98	306	527
25 	67    	324.98	306	588
26 	76    	329.37	306	510
27 	55    	324.74	306	504
28 	73    	325.37	306	497
29 	66    	318.41	306	592
30 	68    	313.89	306	452
31 	66    	324.1 	306	612
32 	79    	333.77	306	534
33 	72    	316.01	306	507
34 	77    	329.04	306	633
35 	58    	322.46	306	535
36 	71    	323.48	306	492
37 	71    	328.23	306	620
38 	75    	318.05	306	479
39 	75    	321.57	306	521
40 	57    	323.01	306	471
41 	67    	322.55	306	527
42 	72    	324.48	306	553
43 	67    	330.8 	306	527
44 	75    	326.15	306	523
45 	69    	328.3 	306	589
46 	68    	323.62	306	547
47 	68    	320.61	306	509
48 	83    	323.27	306	490
49 	77    	327.31	306	551
50 	74    	325.56	306	504
51 	72    	323.78	306	522
52 	66    	320.91	306	547
53 	78    	326.59	306	595
54 	72    	314.52	306	474
55 	73    	318.91	306	463
56 	71    	319.24	306	468
57 	74    	320.28	306	524
58 	65    	321.32	306	525
59 	63    	318.05	306	492
60 	73    	319.52	306	659
61 	64    	317.95	306	547
62 	74    	317.11	306	516
63 	64    	329.38	306	567
64 	66    	325.93	306	484
65 	71    	319.66	306	481
66 	68    	320.39	306	659
67 	74    	332.1 	306	620
68 	69    	322.75	306	543
69 	75    	315.22	306	521
70 	76    	322.91	306	566
71 	62    	325.13	306	490
72 	76    	316.02	306	461
73 	72    	320.11	306	490
74 	77    	323.64	306	490
75 	61    	314.92	306	475
76 	71    	319.4 	306	461
77 	78    	323.47	306	532
78 	70    	323.11	306	510
79 	71    	325.35	306	504
80 	67    	320.18	306	489
81 	78    	314.63	306	471
82 	72    	325.01	306	483
83 	68    	322.01	306	497
84 	66    	323   	306	592
85 	66    	322.19	306	509
86 	74    	324.79	306	558
87 	73    	323.24	306	557
88 	64    	321   	306	572
89 	68    	317.64	306	450
90 	69    	329.31	306	530
91 	72    	318.88	306	519
92 	80    	317.5 	306	471
93 	73    	323.18	306	519
94 	79    	323.06	306	504
95 	77    	320.87	306	493
96 	74    	322.44	306	555
97 	72    	331.36	306	588
98 	76    	331.68	306	593
99 	69    	325.29	306	533
100	73    	318.09	306	490
-------------------- 29 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	538.03	412	649
1  	70    	495.44	412	618
2  	76    	474.57	362	614
3  	77    	452.67	362	569
4  	73    	432.99	362	565
5  	64    	409.37	332	594
6  	82    	389.16	332	554
7  	64    	370.63	332	604
8  	68    	368.53	312	570
9  	64    	355.35	332	528
10 	66    	347.17	312	532
11 	68    	341.28	312	477
12 	71    	340.61	312	513
13 	72    	347.57	312	581
14 	74    	333.23	312	660
15 	67    	326.58	312	519
16 	65    	323.63	312	619
17 	74    	327.16	312	472
18 	65    	329.36	312	626
19 	69    	325.35	312	544
20 	80    	326.14	312	490
21 	80    	337.37	312	564
22 	60    	331.81	312	510
23 	75    	328.63	312	503
24 	71    	334.54	312	604
25 	74    	329.72	312	568
26 	70    	325.77	312	503
27 	68    	326.33	312	510
28 	63    	338.71	312	541
29 	69    	323.75	312	510
30 	66    	331.25	312	583
31 	59    	326.58	312	503
32 	64    	327.52	312	585
33 	61    	332.66	312	506
34 	75    	324.01	312	561
35 	78    	329.12	312	543
36 	70    	338.7 	312	570
37 	76    	327.03	312	541
38 	75    	323.37	312	503
39 	75    	329.57	312	578
40 	60    	322.54	312	509
41 	66    	325.36	312	510
42 	69    	330.07	312	536
43 	62    	329.25	312	503
44 	70    	339.49	312	510
45 	77    	337.02	312	598
46 	70    	329.51	312	540
47 	71    	324   	312	510
48 	74    	335.49	312	521
49 	69    	327.73	312	490
50 	73    	327.55	312	496
51 	71    	330.21	312	554
52 	74    	327.85	312	525
53 	76    	336.23	312	550
54 	71    	332.72	312	510
55 	69    	333.63	312	516
56 	67    	331.8 	312	516
57 	66    	327.4 	312	563
58 	67    	331.09	312	496
59 	64    	330.31	312	510
60 	71    	333.8 	312	472
61 	57    	329.41	312	481
62 	69    	319.96	312	503
63 	71    	343.39	312	554
64 	69    	332.66	312	510
65 	82    	325.84	312	503
66 	62    	323.55	312	501
67 	68    	331   	312	510
