----------- single_objective_10Cent_50 -----------
-------------------- 1 ---------------------
log: gen	nevals	mean  	min	max
48 	93    	359.4 	324	568
49 	85    	342.31	324	493
50 	89    	347.55	324	496
51 	93    	354.95	324	552
52 	95    	349.5 	324	486
53 	88    	350.11	324	516
54 	96    	356.69	324	518
55 	89    	351.72	324	647
56 	87    	344.44	324	525
57 	90    	346.07	324	555
58 	90    	355.72	324	516
59 	91    	349.67	324	514
60 	92    	354.79	324	560
61 	88    	357.03	324	575
62 	92    	348.35	324	563
63 	93    	355.88	324	509
64 	92    	354.55	324	578
65 	90    	352.07	324	538
66 	92    	348.06	324	572
67 	90    	346.88	324	540
68 	88    	347.63	324	516
69 	90    	357.65	324	635
70 	96    	349.88	324	515
71 	90    	338.91	324	589
72 	91    	352.6 	324	498
73 	87    	339.61	324	486
74 	90    	350.09	324	568
75 	91    	351.68	324	563
76 	94    	354.45	324	494
77 	90    	350.92	324	543
78 	91    	348.1 	324	534
79 	83    	349.29	324	534
80 	90    	353.03	324	625
81 	90    	351.25	324	516
82 	85    	358.77	324	585
83 	92    	347.37	324	524
84 	96    	345.42	324	486
85 	89    	352.47	324	502
86 	95    	346.74	324	516
87 	91    	343.53	324	515
88 	91    	347.23	324	477
89 	93    	359.69	324	580
90 	84    	340.34	324	496
91 	88    	356.32	324	565
92 	87    	352.19	324	565
93 	91    	352.64	324	512
94 	93    	348.19	324	596
95 	95    	351.18	324	496
96 	90    	351.95	324	530
97 	93    	375.73	324	615
98 	90    	350.66	324	624
99 	90    	355.32	324	537
100	90    	356.13	324	610
-------------------- 11 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	551.94	454	671
1  	98    	511.62	415	605
2  	93    	494.85	396	619
3  	88    	472.14	378	594
4  	94    	466.13	375	560
5  	87    	451.97	338	604
6  	91    	443.03	324	600
7  	90    	418.99	324	544
8  	83    	418.43	324	560
9  	85    	411.95	324	563
10 	91    	399.19	324	598
11 	94    	396.4 	324	553
12 	97    	372.87	324	569
13 	93    	349.43	324	507
14 	96    	349.12	324	521
15 	92    	352.02	324	571
16 	87    	348.48	324	510
17 	94    	361.46	324	542
18 	94    	354.32	324	494
19 	92    	351.41	324	569
20 	84    	350.36	324	606
21 	94    	352.76	324	598
22 	92    	363.9 	324	611
23 	88    	355.73	324	567
24 	92    	341.47	324	496
25 	86    	353.23	324	526
26 	93    	356.98	324	541
27 	91    	349.07	324	502
28 	88    	350.6 	324	595
29 	92    	350.22	324	558
30 	87    	347.75	324	588
31 	92    	358.79	324	617
32 	94    	345.43	324	501
33 	90    	362.26	324	545
34 	94    	359.31	324	565
35 	92    	354.06	324	496
36 	93    	352.96	324	504
37 	90    	346.69	324	489
38 	89    	347.77	324	507
39 	94    	349.44	324	566
40 	91    	362.23	324	626
41 	88    	344.87	324	493
42 	91    	347.9 	324	633
43 	95    	353.47	324	551
44 	90    	358.58	324	613
45 	93    	344.02	324	493
46 	91    	354.15	324	536
47 	93    	356.05	324	566
48 	88    	340.54	324	536
49 	95    	349.14	324	508
50 	89    	355.99	324	562
51 	92    	346.78	324	493
52 	98    	354.56	324	517
53 	94    	348.63	324	546
54 	93    	350.38	324	536
55 	88    	351.74	324	505
56 	82    	345.42	324	514
57 	95    	352.27	324	496
58 	94    	365.33	324	570
59 	91    	346.14	324	496
60 	91    	352   	324	635
61 	95    	364.64	324	550
62 	94    	359.28	324	544
63 	90    	366.92	324	541
64 	96    	355.29	324	519
65 	87    	346.21	324	496
66 	96    	352.05	324	563
67 	92    	352.93	324	581
68 	89    	358.43	324	587
69 	94    	349.28	324	568
70 	93    	346.22	324	509
71 	91    	349.06	324	575
72 	89    	351.22	324	551
73 	91    	347.6 	324	527
74 	93    	348.14	324	525
75 	89    	343.32	324	569
76 	92    	361.62	324	610
77 	90    	350.09	324	493
78 	91    	352.05	324	476
79 	91    	357.43	324	580
80 	91    	347.25	324	569
81 	98    	360.86	324	676
82 	92    	355.66	324	606
83 	90    	351.4 	324	493
84 	89    	358.27	324	622
85 	90    	355.45	324	551
86 	89    	344.43	324	485
87 	94    	356.9 	324	598
88 	92    	346.35	324	526
89 	88    	355.41	324	493
90 	98    	350.61	324	501
91 	93    	347.11	324	534
92 	91    	348.72	324	557
93 	92    	353.07	324	541
94 	91    	350.88	324	541
95 	98    	355.45	324	558
96 	89    	352.65	324	565
97 	94    	355.1 	324	500
98 	89    	337.89	324	515
99 	90    	352.8 	324	545
100	87    	350.36	324	548
-------------------- 12 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	542.6 	404	675
1  	88    	507.38	385	607
2  	88    	481.38	380	586
3  	91    	461.04	348	589
4  	92    	449.2 	345	635
5  	94    	425.34	345	664
6  	90    	409.27	348	550
7  	93    	395.44	338	554
8  	91    	380.98	335	517
9  	96    	366.24	335	507
10 	88    	366.94	335	493
11 	88    	376.16	327	546
12 	89    	366.99	327	578
13 	88    	371.29	324	643
14 	93    	377.53	324	612
15 	87    	354.34	324	513
16 	86    	362.74	324	553
17 	91    	355.2 	324	507
18 	88    	365.71	324	585
19 	89    	347.95	324	544
20 	89    	349.04	324	658
21 	90    	355.36	324	611
22 	88    	342.52	324	573
23 	85    	356.76	324	558
24 	93    	356.51	324	611
25 	94    	357.53	324	605
26 	95    	352.5 	324	613
27 	94    	345.77	324	575
28 	94    	354.19	324	575
29 	94    	349.95	324	496
30 	87    	350.67	324	564
31 	83    	355.94	324	537
32 	94    	348.87	324	512
33 	93    	342.36	324	569
34 	91    	353.55	324	535
35 	91    	353.87	324	591
36 	92    	343.3 	324	493
37 	88    	349.96	324	526
38 	95    	353.77	324	551
39 	91    	353.65	324	535
40 	94    	344.34	324	507
41 	86    	356.76	324	565
42 	93    	362.97	324	564
43 	90    	348.5 	324	493
44 	88    	363.11	324	575
45 	91    	343.76	324	567
46 	93    	351.15	324	504
47 	87    	356.01	324	544
48 	92    	347.06	324	541
49 	92    	348.01	324	494
50 	85    	365   	324	575
51 	92    	359.24	324	605
52 	91    	351.59	324	627
53 	93    	353.57	324	564
54 	90    	351.51	324	569
55 	95    	352.49	324	551
56 	90    	357.72	324	550
57 	93    	353.19	324	599
58 	90    	348.48	324	568
59 	92    	349.13	324	575
60 	87    	349.13	324	548
61 	91    	356.01	324	502
62 	93    	356.61	324	543
63 	95    	363.91	324	606
64 	89    	342.84	324	528
65 	90    	351.15	324	605
66 	91    	348.72	324	553
67 	91    	357.4 	324	493
68 	94    	356.44	324	494
69 	86    	353.01	324	486
70 	88    	350.52	324	506
71 	89    	356.11	324	540
72 	91    	348.95	324	517
73 	88    	355.61	324	496
74 	92    	344.29	324	513
75 	93    	349.96	324	511
76 	92    	356.97	324	544
77 	95    	359.59	324	599
78 	93    	353.88	324	540
79 	88    	354.12	324	543
80 	86    	352.19	324	560
81 	92    	356.42	324	613
82 	96    	356.26	324	564
83 	94    	350.35	324	506
84 	92    	347.87	324	496
85 	96    	356.57	324	564
86 	91    	352.04	324	486
87 	94    	345.87	324	469
88 	92    	353.1 	324	626
89 	91    	354.64	324	560
90 	87    	338.28	324	527
91 	92    	357.68	324	566
92 	92    	349.32	324	561
93 	87    	354.35	324	519
94 	87    	347.91	324	496
95 	94    	357.34	324	558
96 	90    	345.94	324	590
97 	91    	356.88	324	570
98 	88    	359.42	324	516
99 	89    	351.51	324	523
100	93    	354.8 	324	598
-------------------- 13 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	553.7 	438	680
1  	84    	514.42	432	612
2  	94    	490.59	376	637
3  	90    	476.84	373	632
4  	88    	460.77	358	619
5  	94    	444.39	353	592
6  	95    	439.2 	336	581
7  	95    	425.41	336	571
8  	89    	415.19	332	582
9  	90    	409.57	330	562
10 	93    	409.91	330	579
11 	89    	392.04	330	581
12 	91    	385.51	330	633
13 	87    	364.04	330	521
14 	93    	360.34	330	627
15 	93    	369.96	330	514
16 	86    	356.03	317	594
17 	85    	356.74	317	573
18 	93    	359.93	317	593
19 	92    	367.19	317	584
20 	90    	356.12	317	559
21 	94    	343.22	317	603
22 	87    	351.13	317	588
23 	90    	343.37	317	536
24 	91    	358.04	317	580
25 	89    	343.88	317	554
26 	92    	344.79	317	532
27 	91    	336.89	317	501
28 	87    	349.96	317	522
29 	89    	345.64	317	592
30 	97    	341.25	317	616
31 	92    	338.49	317	612
32 	94    	347.26	317	624
33 	92    	348.65	317	501
34 	93    	349.95	317	588
35 	92    	346.08	317	500
36 	93    	347.35	317	500
37 	93    	341.33	317	515
38 	91    	346.44	317	559
39 	94    	345.44	317	566
40 	90    	342.05	317	515
41 	94    	354.32	317	508
42 	92    	346.31	317	547
43 	92    	348.07	317	609
44 	88    	344.15	317	590
45 	94    	351.39	317	515
46 	92    	340.77	317	515
47 	92    	348.7 	317	612
48 	86    	333.97	317	541
49 	91    	347.16	317	567
50 	90    	353.44	317	508
51 	89    	352.22	317	617
52 	89    	363.46	317	640
53 	85    	352.13	317	570
54 	94    	334.36	317	532
55 	91    	337.14	317	514
56 	90    	341.87	317	518
57 	92    	348.43	317	528
58 	90    	354.57	317	545
59 	95    	345.97	317	557
60 	91    	347.38	317	577
61 	90    	341.2 	317	583
62 	95    	355.7 	317	524
63 	95    	351.64	317	606
64 	95    	344.76	317	527
65 	86    	353.63	317	575
66 	91    	356.58	317	595
67 	91    	343.41	317	566
68 	94    	356.39	317	630
69 	92    	339.68	317	565
70 	90    	347.95	317	501
71 	95    	352.79	317	609
72 	85    	349.59	317	516
73 	92    	340.31	317	590
74 	90    	343.24	317	558
75 	92    	345   	317	520
76 	94    	355.04	317	575
77 	85    	342.02	317	543
78 	87    	341.45	317	501
79 	90    	350.74	317	601
80 	93    	339.85	317	543
81 	91    	344.67	317	538
82 	93    	350.18	317	521
83 	92    	345.48	317	610
84 	90    	349.99	317	624
85 	90    	349.01	317	549
86 	89    	360.17	317	613
87 	93    	356.48	317	559
88 	90    	350.22	317	554
89 	98    	349.85	317	607
90 	91    	353.87	317	603
91 	94    	354.73	317	527
92 	88    	344.08	317	572
93 	89    	341.97	317	515
94 	92    	344.67	317	601
95 	97    	348.59	317	515
96 	89    	340.05	317	515
97 	87    	336.7 	317	505
98 	92    	354.07	317	521
99 	87    	353.72	317	613
100	90    	343.13	317	562
-------------------- 14 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	553.46	416	666
1  	91    	501.97	389	640
2  	90    	475.95	389	605
3  	92    	466.81	390	658
4  	86    	455.08	343	601
5  	90    	451.41	343	589
6  	90    	440.69	343	569
7  	87    	431.89	330	612
8  	95    	423.8 	330	610
9  	90    	420.38	343	578
10 	92    	403.53	330	579
11 	88    	395.07	306	554
12 	93    	391.05	306	551
13 	93    	372.15	306	568
14 	90    	361.58	306	582
15 	96    	361.8 	306	499
16 	91    	347.64	306	548
17 	90    	332.85	306	617
18 	91    	332.52	306	523
19 	90    	332.52	306	504
20 	89    	337.62	306	604
21 	94    	327.6 	306	559
22 	94    	333.25	306	504
23 	97    	337.79	306	540
24 	95    	341.32	306	535
25 	87    	330.78	306	504
26 	92    	341.05	306	519
27 	94    	330.8 	306	580
28 	94    	334.04	306	510
29 	89    	333.97	306	589
30 	94    	335.18	306	492
31 	87    	330.94	306	484
32 	91    	341.53	306	522
33 	97    	350.72	306	564
34 	90    	340.96	306	536
35 	94    	322.35	306	490
36 	97    	336.67	306	578
37 	94    	339.51	306	484
38 	92    	340.48	306	500
39 	91    	348.62	306	603
40 	88    	340.14	306	509
41 	94    	343.11	306	504
42 	88    	346.01	306	605
43 	86    	330.17	306	560
44 	93    	337.45	306	535
45 	95    	337.12	306	519
46 	97    	351.73	306	603
47 	92    	341.42	306	513
48 	93    	339.13	306	538
49 	91    	335.7 	306	582
50 	91    	337.5 	306	633
51 	87    	331.98	306	602
52 	89    	327.38	306	490
53 	87    	335.5 	306	496
54 	90    	334.55	306	512
55 	94    	334.7 	306	552
56 	89    	344.41	306	644
57 	93    	341.17	306	596
58 	92    	330.57	306	541
59 	91    	335.85	306	497
60 	85    	329.26	306	509
61 	88    	334.76	306	506
62 	84    	329.99	306	504
63 	95    	338.04	306	620
64 	94    	333.25	306	513
65 	85    	331.61	306	554
66 	88    	327.27	306	542
67 	93    	344.83	306	584
68 	91    	336.09	306	574
69 	88    	338.67	306	593
70 	87    	333.98	306	480
71 	91    	340.43	306	593
72 	87    	327.91	306	497
73 	95    	336.41	306	543
74 	90    	341.43	306	536
75 	89    	334.1 	306	490
76 	90    	334.91	306	504
77 	91    	336.4 	306	523
78 	92    	333.47	306	519
79 	95    	340.91	306	535
80 	84    	329.26	306	504
81 	89    	335.81	306	574
82 	91    	339.17	306	563
83 	88    	336.32	306	605
84 	91    	330.98	306	586
85 	92    	338.09	306	530
86 	95    	344.74	306	649
87 	91    	339.27	306	504
88 	97    	342.1 	306	530
89 	92    	335.46	306	538
90 	91    	341.12	306	536
91 	94    	337.88	306	501
92 	93    	344.31	306	523
93 	95    	334.08	306	497
94 	93    	339.64	306	605
95 	92    	337.65	306	553
96 	93    	339.86	306	524
97 	92    	337.88	306	589
98 	88    	338.09	306	501
99 	86    	336.74	306	602
100	95    	343.26	306	558
-------------------- 15 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	548.64	429	650
1  	84    	506.42	412	623
2  	91    	482.69	375	590
3  	91    	472.88	346	646
4  	94    	459.7 	346	616
5  	91    	454.06	346	613
6  	91    	437.17	341	562
7  	90    	423.64	341	638
8  	97    	416.16	341	572
9  	91    	414.9 	325	616
10 	92    	416.26	325	630
11 	89    	395.03	311	645
12 	97    	381.44	311	669
13 	96    	372.88	311	573
14 	92    	364.15	311	570
15 	89    	350.92	311	561
16 	99    	351.86	311	525
17 	92    	341.33	311	509
18 	95    	338.13	311	511
19 	92    	346.48	311	509
20 	80    	336.4 	311	515
21 	91    	343.32	311	502
22 	92    	341.77	311	572
23 	91    	346.04	311	561
24 	87    	339.12	311	510
25 	86    	327.81	311	612
26 	90    	334.7 	311	527
27 	91    	348.35	311	520
28 	90    	352.52	311	568
29 	94    	338.57	311	580
30 	94    	348.51	311	574
31 	92    	341.54	311	532
32 	80    	342.49	311	502
33 	93    	341.63	311	598
34 	88    	343.7 	311	502
35 	92    	345.93	311	560
36 	91    	356.91	311	509
37 	91    	351.6 	311	606
38 	87    	336.31	311	495
39 	87    	346.39	311	558
40 	91    	353.12	311	509
41 	90    	336.39	311	565
42 	92    	344.18	311	584
43 	96    	341.35	311	653
44 	92    	341.56	311	509
45 	90    	337.44	311	568
46 	92    	339.69	311	528
47 	97    	331.23	311	565
48 	85    	339.42	311	588
49 	90    	353.53	311	589
50 	92    	349.96	311	512
51 	91    	335.57	311	586
52 	87    	338.54	311	495
53 	90    	346.34	311	521
54 	92    	343.27	311	509
55 	93    	331.31	311	480
56 	92    	339.52	311	607
57 	89    	343.39	311	603
58 	87    	345.55	311	630
59 	90    	350.64	311	560
60 	94    	349.23	311	653
61 	94    	348.29	311	571
62 	91    	348.32	311	583
63 	91    	345.6 	311	525
64 	94    	346.55	311	509
65 	90    	339.36	311	502
66 	90    	342.71	311	552
67 	89    	338.57	311	525
68 	90    	341.95	311	512
69 	90    	342.45	311	549
70 	93    	351.17	311	602
71 	94    	338.97	311	585
72 	89    	336.92	311	489
73 	92    	343.7 	311	594
74 	94    	354.43	311	538
75 	93    	353.97	311	565
76 	84    	335.41	311	519
77 	89    	341.74	311	607
78 	93    	339.14	311	535
79 	91    	341.09	311	553
80 	88    	352.23	311	553
81 	91    	339.02	311	525
82 	95    	345.14	311	545
83 	88    	341.89	311	580
84 	92    	336.13	311	545
85 	92    	343.26	311	502
86 	92    	346.05	311	600
87 	88    	339.81	311	612
88 	93    	344.76	311	585
89 	95    	335.4 	311	564
90 	90    	337.5 	311	584
91 	93    	340.23	311	509
92 	86    	352.1 	311	580
93 	89    	356.7 	311	584
94 	93    	343.23	311	480
95 	90    	340.16	311	582
96 	92    	352.42	311	641
97 	83    	340.96	311	502
98 	90    	343.55	311	548
99 	83    	336.17	311	512
100	97    	349.09	311	548
-------------------- 16 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	551.43	430	639
1  	90    	513.38	396	594
2  	98    	490.34	382	659
3  	94    	479.2 	376	619
4  	87    	466.21	351	629
5  	90    	445.39	340	556
6  	91    	436.27	340	577
7  	92    	414.13	340	535
8  	92    	399.22	324	549
9  	93    	398.38	324	574
10 	92    	390.84	324	597
11 	90    	385.62	324	517
12 	95    	375.08	324	538
13 	90    	376.13	324	557
14 	91    	375.3 	324	534
15 	93    	381.37	324	604
16 	85    	372.78	324	610
17 	91    	361.4 	324	634
18 	93    	354.74	311	560
19 	90    	354.84	324	569
20 	97    	343.82	311	498
21 	95    	356.18	311	526
22 	90    	352.63	311	513
23 	82    	357.62	311	545
24 	95    	355.54	311	571
25 	92    	346.02	311	573
26 	90    	337.67	311	497
27 	93    	338.32	311	529
28 	95    	346.59	311	564
29 	94    	343.79	311	546
30 	94    	335.18	311	603
31 	93    	348.83	311	576
32 	90    	343.54	311	537
33 	80    	334.83	311	528
34 	90    	342.58	311	607
35 	95    	346.57	311	567
36 	90    	342.99	311	495
37 	87    	334.73	311	649
38 	89    	344.87	311	540
39 	90    	327.42	311	522
40 	86    	345.14	311	547
41 	92    	337.42	311	586
42 	93    	337.43	311	522
43 	97    	351.51	311	572
44 	88    	348.96	311	513
45 	90    	340.47	311	528
46 	93    	347.02	311	566
47 	95    	346.16	311	517
48 	91    	343.02	311	553
49 	95    	337.4 	311	506
50 	93    	346.17	311	642
51 	94    	339.44	311	512
52 	89    	352.1 	311	534
53 	90    	347.41	311	552
54 	88    	344   	311	566
55 	90    	337.28	311	545
56 	95    	344.74	311	566
57 	92    	339.63	311	516
58 	91    	354.1 	311	570
59 	92    	336.34	311	495
60 	88    	329.81	311	500
61 	93    	340.75	311	519
62 	97    	342.24	311	566
63 	91    	352.1 	311	546
64 	94    	339.41	311	599
65 	93    	344.14	311	541
66 	97    	347.1 	311	513
67 	89    	344.99	311	525
68 	93    	345.77	311	548
69 	89    	343.6 	311	525
70 	90    	337   	311	512
71 	95    	345.04	311	556
72 	88    	335.23	311	610
73 	91    	335.88	311	521
74 	88    	341.38	311	568
75 	88    	343.49	311	552
76 	87    	336.4 	311	523
77 	84    	347.49	311	522
78 	93    	347.83	311	552
79 	84    	338.85	311	520
80 	84    	337.87	311	641
81 	92    	346.05	311	541
82 	91    	348.59	311	598
83 	92    	334.76	311	502
84 	92    	348.36	311	521
85 	94    	344.58	311	523
86 	96    	337.36	311	495
87 	92    	353.66	311	607
88 	88    	337.09	311	489
89 	90    	341.52	311	616
90 	92    	345.05	311	550
91 	88    	342.9 	311	579
92 	86    	338.13	311	548
93 	93    	346.48	311	571
94 	94    	341.87	311	584
95 	92    	339.37	311	561
96 	89    	344.45	311	541
97 	91    	349.11	311	607
98 	86    	341.06	311	583
99 	94    	349.41	311	601
100	86    	345.85	311	550
-------------------- 17 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	543.7 	404	656
1  	91    	504.59	404	609
2  	88    	479.21	404	596
3  	98    	465.6 	352	628
4  	97    	449.18	352	650
5  	89    	437.39	336	584
6  	91    	416.54	336	582
7  	93    	405.61	324	573
8  	90    	385.55	324	565
9  	96    	375.09	324	541
10 	86    	362.87	324	555
11 	92    	358.91	324	527
12 	87    	341.77	324	547
13 	91    	344.58	324	516
14 	93    	359.61	324	579
15 	89    	354   	324	511
16 	94    	352.35	324	560
17 	88    	347.04	324	525
18 	92    	348.8 	324	500
19 	90    	351.44	324	541
20 	89    	348.2 	324	512
21 	93    	344.95	324	505
22 	84    	351.23	324	517
23 	89    	341.46	324	597
24 	91    	344.75	324	550
25 	95    	352.6 	324	519
26 	89    	348.48	324	511
27 	89    	352.07	324	577
28 	92    	346.33	324	499
29 	94    	357.95	324	596
30 	94    	351.46	324	493
31 	90    	350.32	324	596
32 	93    	356.6 	324	519
33 	91    	356.22	324	569
34 	91    	351.62	324	501
35 	95    	361.96	324	625
36 	89    	353.61	324	493
37 	89    	356.9 	324	569
38 	92    	358   	324	558
39 	89    	359.82	324	577
40 	96    	359.61	324	569
41 	96    	343.9 	324	488
42 	88    	353.05	324	583
43 	94    	355.18	324	536
44 	94    	352.31	324	516
45 	87    	346.96	324	500
46 	94    	348.36	324	540
47 	87    	346.52	324	493
48 	89    	347.18	324	513
49 	88    	354.42	324	568
50 	90    	355.96	324	575
51 	94    	354.1 	324	500
52 	92    	343.74	324	565
53 	88    	351.28	324	593
54 	87    	347.11	324	562
55 	91    	351.86	324	589
56 	86    	344.36	324	519
57 	94    	349.11	324	573
58 	84    	352.75	324	504
59 	89    	357.15	324	540
60 	89    	355.56	324	506
61 	94    	358.59	324	551
62 	90    	358.97	324	605
63 	92    	353.2 	324	500
64 	96    	362.62	324	623
65 	89    	347.15	324	496
66 	92    	347.91	324	508
67 	89    	361.16	324	559
68 	88    	357.16	324	569
69 	93    	352.75	324	563
70 	90    	357.21	324	506
71 	89    	351.36	324	566
72 	89    	342.42	324	471
73 	95    	356.69	324	605
74 	95    	342.57	324	544
75 	92    	353.98	324	507
76 	90    	345.91	324	555
77 	84    	355.48	324	540
78 	97    	356.81	324	546
79 	92    	354.18	324	539
80 	91    	345.27	324	635
81 	93    	354.49	324	527
82 	93    	351.44	324	496
83 	91    	352.55	324	585
84 	96    	348.49	324	623
85 	95    	358.84	324	622
86 	94    	356.81	324	486
87 	95    	350.19	324	502
88 	87    	354.05	324	529
89 	96    	361.82	324	548
90 	94    	353.4 	324	544
91 	89    	350.69	324	606
92 	93    	351.28	324	558
93 	96    	345.73	324	507
94 	96    	352.9 	324	558
95 	87    	344.3 	324	511
96 	93    	355.77	324	586
97 	92    	349.78	324	488
98 	92    	350.92	324	580
99 	91    	345.3 	324	496
100	95    	352.12	324	567
-------------------- 18 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	539.09	408	672
1  	94    	506.61	381	644
2  	95    	468.73	364	589
3  	92    	458.11	352	568
4  	90    	446.23	352	637
5  	90    	418.63	352	579
6  	85    	400.89	352	591
7  	95    	402.49	344	585
8  	84    	376.57	319	534
9  	92    	375.24	319	561
10 	86    	376.05	319	599
11 	92    	372.5 	319	558
12 	90    	372.67	319	538
13 	95    	359.08	319	526
14 	85    	345.87	306	518
15 	94    	336.17	306	483
16 	95    	349.84	306	577
17 	92    	347.76	306	562
18 	88    	343.92	306	525
19 	89    	340.45	306	572
20 	90    	348.35	306	574
21 	91    	340.67	306	580
22 	96    	336.46	306	543
23 	91    	342.87	306	606
24 	90    	337.43	306	565
25 	87    	334.34	306	535
26 	95    	336.09	306	504
27 	94    	345.26	306	531
28 	90    	334.99	306	579
29 	97    	337.67	306	556
30 	93    	336.87	306	498
31 	88    	333.1 	306	585
32 	89    	338.09	306	593
33 	89    	333.6 	306	540
34 	94    	342.22	306	541
35 	96    	346.84	306	530
36 	85    	341.9 	306	504
37 	86    	332.82	306	543
38 	92    	332.4 	306	522
39 	87    	334.56	306	572
40 	88    	332.18	306	518
41 	90    	334.03	306	567
42 	89    	342.27	306	555
43 	88    	341.26	306	603
44 	92    	341.47	306	581
45 	93    	325.95	306	523
46 	94    	337.06	306	504
47 	91    	341.54	306	579
48 	93    	336.86	306	615
49 	94    	330.44	306	475
50 	94    	345.11	306	607
51 	94    	342.79	306	554
52 	89    	332.73	306	534
53 	92    	326.92	306	497
54 	93    	335.85	306	604
55 	93    	347.94	306	540
56 	94    	335.35	306	479
57 	91    	330.6 	306	587
58 	90    	341.42	306	636
59 	93    	338.48	306	547
60 	92    	339.34	306	504
61 	93    	340.67	306	630
62 	91    	331.63	306	541
63 	94    	334.56	306	567
64 	92    	337.8 	306	536
65 	97    	339.26	306	527
66 	93    	332.42	306	504
67 	87    	332.64	306	490
68 	90    	350.13	306	558
69 	84    	329.12	306	486
70 	95    	342.07	306	620
71 	89    	335.66	306	589
72 	91    	344.58	306	593
73 	91    	342.81	306	659
74 	93    	340.91	306	553
75 	85    	331.63	306	497
76 	92    	340.93	306	509
77 	94    	343.97	306	615
78 	90    	344.48	306	612
79 	90    	335.68	306	540
80 	94    	333.5 	306	521
81 	91    	342.82	306	554
82 	91    	352.56	306	593
83 	95    	335.44	306	577
84 	94    	341.82	306	535
85 	87    	342.29	306	543
86 	93    	344.83	306	597
87 	83    	335.07	306	504
88 	94    	333.66	306	504
89 	90    	335.54	306	615
90 	90    	333.86	306	504
91 	92    	337.4 	306	525
92 	89    	329.25	306	528
93 	86    	344.71	306	558
94 	93    	340.84	306	525
95 	91    	333.1 	306	503
96 	85    	345.18	306	521
97 	95    	333.96	306	481
98 	88    	331.72	306	528
99 	85    	335.63	306	557
100	89    	336.9 	306	557
-------------------- 19 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	543.19	436	662
1  	97    	510.97	349	624
2  	93    	488.56	349	606
3  	87    	460.35	349	598
4  	91    	453.08	349	575
5  	93    	430.8 	338	590
6  	96    	413.81	311	618
7  	86    	389.27	311	553
8  	96    	391.49	311	539
9  	91    	388.59	311	575
10 	91    	375.65	311	589
11 	91    	364.78	311	612
12 	82    	339.13	311	558
13 	87    	340.6 	311	549
14 	90    	341.87	311	509
15 	93    	347.81	311	527
16 	86    	335.15	311	522
17 	89    	334.85	311	519
18 	96    	341.99	311	509
19 	84    	345.28	311	571
20 	87    	345.99	311	539
21 	96    	337.86	311	498
22 	93    	342.76	311	545
23 	87    	333.71	311	535
24 	94    	343.55	311	498
25 	93    	342.94	311	578
26 	92    	351.82	311	565
27 	93    	336.47	311	565
28 	90    	341.07	311	565
29 	92    	344.06	311	636
30 	89    	339.66	311	553
31 	89    	340.67	311	580
32 	93    	342.32	311	495
33 	95    	345.07	311	556
34 	90    	340.02	311	548
35 	89    	340.8 	311	511
36 	91    	331.51	311	509
37 	90    	339.5 	311	541
38 	84    	337.73	311	600
39 	95    	342.01	311	558
40 	91    	344.75	311	543
41 	93    	350.76	311	603
42 	95    	342.71	311	607
43 	88    	339.18	311	507
44 	92    	348.86	311	524
45 	95    	330.52	311	509
46 	93    	356.65	311	609
47 	92    	344.36	311	534
48 	93    	343.69	311	537
49 	95    	340.28	311	566
50 	89    	341.75	311	549
51 	95    	350.77	311	545
52 	90    	335.94	311	597
53 	92    	340.96	311	509
54 	90    	340.69	311	585
55 	91    	343.77	311	502
56 	92    	339.48	311	495
57 	97    	343.73	311	531
58 	96    	342.59	311	621
59 	92    	333.72	311	565
60 	96    	339.51	311	585
61 	89    	347.02	311	536
62 	94    	340.12	311	502
63 	91    	350.26	311	618
64 	90    	339.87	311	609
65 	90    	339.46	311	532
66 	86    	341.81	311	549
67 	95    	344   	311	525
68 	90    	333.87	311	489
69 	92    	345.25	311	507
70 	94    	340.39	311	571
71 	92    	345.36	311	512
72 	89    	343.04	311	508
73 	92    	338.94	311	573
74 	88    	339.4 	311	519
75 	91    	336.46	311	509
76 	91    	327.97	311	495
77 	92    	339.23	311	548
78 	88    	335.54	311	509
79 	95    	346.72	311	561
80 	93    	342.8 	311	582
81 	92    	348.43	311	556
82 	86    	343.93	311	522
83 	93    	341.05	311	578
84 	90    	336.57	311	516
85 	93    	338.69	311	582
86 	90    	339.14	311	511
87 	91    	334.18	311	489
88 	91    	340.94	311	646
89 	92    	343.94	311	529
90 	87    	350.04	311	563
91 	90    	338.62	311	600
92 	94    	357.9 	311	600
93 	91    	344.98	311	598
94 	90    	338.46	311	503
95 	92    	334.1 	311	553
96 	92    	346.13	311	539
97 	93    	347.56	311	574
98 	94    	348.21	311	529
99 	91    	336.84	311	509
100	93    	333.42	311	511
-------------------- 20 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	545.49	372	649
1  	92    	505.21	382	644
2  	94    	483.57	382	631
3  	90    	472.57	382	618
4  	92    	456.53	352	597
5  	95    	446.59	352	605
