----------- single_objective_10Cent_50 -----------
-------------------- 1 ---------------------
log: gen	nevals	mean  	min	max
5  	95    	445.11	343	627
6  	96    	428.8 	324	594
7  	94    	414.43	324	571
8  	96    	411   	311	657
9  	95    	401.09	311	642
10 	97    	384.53	311	600
11 	95    	378.09	311	551
12 	94    	371.03	311	553
13 	96    	366.05	311	525
14 	98    	359.15	311	537
15 	97    	361.43	327	571
16 	95    	362.11	327	525
17 	97    	360.13	327	589
18 	96    	355.98	327	583
19 	97    	365.24	327	525
20 	95    	364.93	327	529
21 	96    	361.17	327	525
22 	96    	368.32	327	542
23 	97    	360.57	327	541
24 	97    	371.28	327	614
25 	97    	359.82	327	505
26 	98    	360.7 	327	537
27 	99    	353.01	327	547
28 	96    	353.3 	327	520
29 	98    	352.09	327	529
30 	96    	357.46	327	554
31 	96    	358.56	327	597
32 	97    	356.83	327	514
33 	94    	364.34	327	549
34 	96    	360.19	327	576
35 	97    	359.58	327	549
36 	99    	362.91	327	525
37 	96    	362.37	327	630
38 	94    	364.54	327	566
39 	98    	353.05	327	536
40 	95    	352.67	327	521
41 	97    	365.41	327	552
42 	98    	354.41	327	525
43 	99    	357.33	327	549
44 	97    	353.57	327	505
45 	99    	354.4 	327	525
46 	95    	366.31	327	628
47 	93    	355.65	327	525
48 	93    	354.61	327	535
49 	94    	358.82	327	508
50 	95    	357.6 	327	525
51 	94    	357.22	327	525
52 	97    	366.36	327	560
53 	100   	364.6 	327	558
54 	94    	361.21	327	604
55 	95    	361.1 	327	606
56 	99    	360.31	327	604
57 	94    	352.86	327	485
58 	97    	355.44	327	525
59 	93    	349.09	327	525
60 	95    	355.02	327	525
61 	99    	355.5 	327	558
62 	99    	366.69	327	537
63 	98    	365.03	327	567
64 	95    	351.92	327	564
65 	97    	355.64	327	539
66 	97    	364.95	327	591
67 	100   	370.33	327	571
68 	98    	370.04	327	559
69 	97    	360.17	327	585
70 	96    	356.02	327	525
71 	96    	354.78	327	591
72 	98    	355.37	327	503
73 	93    	348.65	327	505
74 	95    	360.35	327	525
75 	95    	360.79	327	547
76 	96    	356.19	327	570
77 	99    	356.95	327	496
78 	97    	361.26	327	533
79 	94    	356.44	327	525
80 	95    	355.57	327	571
81 	94    	355.34	327	525
82 	97    	360.3 	327	525
83 	98    	365.46	327	537
84 	95    	363.87	327	542
85 	100   	360.39	327	570
86 	94    	356.2 	327	609
87 	98    	374.32	327	558
88 	94    	347.14	327	525
89 	99    	359.64	327	583
90 	96    	357.64	327	558
91 	97    	360.84	327	545
92 	100   	358.07	327	582
93 	95    	359.56	327	563
94 	97    	355.61	327	584
95 	95    	354.37	327	536
96 	93    	364.22	327	584
97 	97    	360.79	327	508
98 	98    	354.06	327	574
99 	95    	349.02	327	505
100	95    	348.82	327	520
-------------------- 7 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	542.08	414	673
1  	99    	507.68	412	647
2  	97    	486.94	378	627
3  	98    	475.57	384	657
4  	98    	467.87	377	587
5  	97    	463.35	359	581
6  	94    	459.67	358	577
7  	96    	461.04	359	588
8  	99    	461.1 	336	633
9  	97    	448.5 	323	604
10 	98    	439.92	325	626
11 	94    	414.71	324	615
12 	97    	397.66	311	567
13 	98    	384.64	335	598
14 	97    	378.6 	335	585
15 	97    	383.4 	335	608
16 	97    	372.71	311	554
17 	95    	394.43	311	631
18 	97    	381.67	311	527
19 	92    	379.47	311	553
20 	97    	389.24	311	584
21 	94    	375.55	311	565
22 	99    	370.23	311	536
23 	94    	365.96	311	512
24 	95    	364.74	311	570
25 	93    	380.55	311	570
26 	99    	377.03	311	585
27 	96    	360.97	311	499
28 	91    	364.23	311	544
29 	93    	367.66	311	513
30 	97    	370.21	311	612
31 	95    	359.44	311	522
32 	96    	351.03	311	612
33 	95    	358.4 	311	589
34 	97    	359.38	311	613
35 	92    	348.02	311	533
36 	97    	341.63	311	495
37 	96    	344.99	311	600
38 	96    	353.79	311	539
39 	96    	347.32	311	525
40 	99    	352.73	311	509
41 	95    	339.08	311	539
42 	96    	343.8 	311	587
43 	96    	343.61	311	607
44 	96    	342.96	311	527
45 	94    	335.11	311	489
46 	92    	351.69	311	589
47 	99    	340.85	311	524
48 	97    	339.08	311	502
49 	96    	344.1 	311	581
50 	91    	348.87	311	553
51 	96    	348.43	311	581
52 	95    	340.58	311	612
53 	94    	352.76	311	553
54 	97    	351.03	311	556
55 	96    	349.47	311	580
56 	98    	343.1 	311	509
57 	92    	339.77	311	522
58 	95    	341.85	311	565
59 	92    	340.99	311	528
60 	94    	346.07	311	626
61 	98    	347.63	311	577
62 	97    	360.94	311	612
63 	93    	352.84	311	548
64 	95    	345.82	311	587
65 	97    	340.65	311	552
66 	95    	337.32	311	509
67 	94    	340.96	311	488
68 	95    	334.32	311	610
69 	98    	349.42	311	612
70 	97    	347.39	311	550
71 	99    	351.17	311	630
72 	95    	348.45	311	562
73 	99    	339.69	311	502
74 	93    	349.09	311	594
75 	98    	350.41	311	535
76 	97    	343.08	311	549
77 	98    	350.96	311	553
78 	94    	348.54	311	567
79 	97    	349   	311	642
80 	97    	345.11	311	489
81 	97    	357.01	311	508
82 	95    	344.96	311	584
83 	97    	354.59	311	580
84 	98    	343.66	311	598
85 	95    	341.42	311	533
86 	95    	343.16	311	582
87 	97    	332.38	311	502
88 	94    	339.05	311	495
89 	93    	351.52	311	590
90 	92    	346.6 	311	520
91 	97    	339.28	311	509
92 	95    	344.91	311	519
93 	93    	346.7 	311	517
94 	98    	343.77	311	552
95 	96    	353.19	311	558
96 	95    	350.03	311	517
97 	97    	351.61	311	642
98 	98    	360.1 	311	630
99 	97    	338.74	311	525
100	99    	352.43	311	568
-------------------- 8 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	543   	421	646
1  	93    	503.85	345	610
2  	94    	490.23	345	635
3  	100   	469.45	345	668
4  	95    	456.99	345	572
5  	97    	445.14	332	591
6  	98    	427.28	312	625
7  	97    	423.67	332	617
8  	99    	423.88	311	636
9  	94    	419.3 	311	602
10 	93    	414.81	311	592
11 	96    	401.55	311	572
12 	96    	397.81	311	608
13 	97    	401.46	311	630
14 	93    	403   	311	584
15 	98    	398.34	311	581
16 	95    	399.86	311	540
17 	95    	404.54	311	579
18 	93    	395.99	306	639
19 	99    	370.83	306	539
20 	100   	367.84	306	570
21 	100   	373.44	306	563
22 	96    	367.96	306	631
23 	96    	357.83	306	605
24 	94    	336.9 	306	525
25 	92    	342.3 	306	490
26 	97    	337.02	306	504
27 	96    	338.21	306	591
28 	94    	336.49	306	504
29 	95    	337.52	306	553
30 	97    	345.27	306	592
31 	95    	334.85	306	566
32 	98    	336.8 	306	565
33 	93    	342.96	306	574
34 	94    	351.16	306	508
35 	96    	343.04	306	592
36 	99    	335.02	306	558
37 	96    	342.22	306	535
38 	99    	334.96	306	600
39 	98    	345.66	306	630
40 	96    	343.26	306	577
41 	98    	337.86	306	519
42 	99    	337.3 	306	540
43 	95    	344.2 	306	551
44 	99    	344.31	306	534
45 	96    	347.1 	306	524
46 	95    	347.31	306	557
47 	100   	340.91	306	581
48 	96    	337.41	306	544
49 	96    	346.89	306	521
50 	99    	351.61	306	520
51 	95    	348.18	306	566
52 	98    	344.65	306	553
53 	96    	335.5 	306	504
54 	99    	334.57	306	527
55 	95    	336.54	306	510
56 	97    	340.83	306	604
57 	95    	341.87	306	524
58 	97    	341.56	306	586
59 	96    	333.59	306	555
60 	95    	337.83	306	518
61 	96    	340.05	306	519
62 	98    	337.27	306	572
63 	93    	342.27	306	569
64 	96    	335.67	306	533
65 	98    	351.02	306	595
66 	99    	346.54	306	579
67 	98    	338.69	306	535
68 	96    	353.91	306	633
69 	98    	346.28	306	577
70 	99    	352.15	306	519
71 	94    	341.27	306	581
72 	95    	349.44	306	546
73 	97    	350.66	306	521
74 	97    	350.2 	306	624
75 	93    	347.75	306	615
76 	93    	339.25	306	544
77 	97    	342.96	306	497
78 	98    	352.35	306	554
79 	99    	340.31	306	548
80 	94    	345.18	306	531
81 	90    	338.89	306	572
82 	95    	351.63	306	578
83 	98    	342.46	306	545
84 	94    	340.63	306	504
85 	93    	339.38	306	511
86 	99    	343.56	306	532
87 	97    	350.7 	306	589
88 	96    	337.82	306	530
89 	96    	333.94	306	531
90 	94    	338.58	306	558
91 	97    	330.6 	306	555
92 	97    	336.01	306	504
93 	96    	331.76	306	579
94 	96    	341.47	306	490
95 	92    	339.79	306	645
96 	92    	336.31	306	608
97 	97    	326.11	306	490
98 	98    	345.74	306	591
99 	98    	338.67	306	544
100	92    	329.45	306	607
-------------------- 9 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	542.75	370	665
1  	90    	509.67	397	633
2  	97    	480.62	386	608
3  	95    	479.57	397	626
4  	99    	474.18	378	607
5  	99    	463.01	376	568
6  	97    	455.76	343	578
7  	97    	452.08	343	604
8  	93    	440.27	351	604
9  	97    	428.58	344	566
10 	96    	437.32	336	668
11 	96    	427.62	332	610
12 	92    	414.26	332	596
13 	96    	411.26	312	631
14 	96    	409.86	312	633
15 	95    	398.29	312	568
16 	95    	386.14	312	630
17 	94    	368.36	312	559
18 	93    	370.81	312	570
19 	96    	366   	312	627
20 	95    	347.14	312	532
21 	99    	348.08	312	580
22 	94    	356.51	312	600
23 	98    	349.47	312	522
24 	92    	358.77	312	574
25 	96    	354.5 	312	664
26 	97    	346.94	312	510
27 	97    	351.15	312	585
28 	95    	342.86	312	535
29 	94    	345.36	312	576
30 	91    	352.68	312	527
31 	97    	348.05	312	520
32 	100   	342.98	312	665
33 	97    	359.7 	312	578
34 	96    	348.36	312	549
35 	96    	350.68	312	553
36 	97    	351.39	312	530
37 	97    	345.56	312	553
38 	98    	349.71	312	575
39 	92    	349.18	312	621
40 	96    	343.52	312	516
41 	95    	339.96	312	510
42 	97    	350.98	312	599
43 	98    	349.8 	312	568
44 	97    	339.18	312	604
45 	91    	343.79	312	535
46 	95    	351.36	312	558
47 	94    	350.12	312	576
48 	95    	341.68	312	637
49 	97    	349.41	312	562
50 	97    	355.76	312	601
51 	97    	347.25	312	544
52 	99    	354.35	312	620
53 	96    	350.67	312	555
54 	95    	357.16	312	575
55 	97    	351.72	312	585
56 	100   	351.86	312	510
57 	95    	352.06	312	544
58 	98    	347.95	312	528
59 	88    	344.52	312	578
60 	95    	348.48	312	621
61 	95    	339.12	312	510
62 	94    	339.35	312	613
63 	92    	341.37	312	608
64 	93    	344.1 	312	510
65 	98    	346.05	312	584
66 	96    	343.62	312	503
67 	96    	335.57	312	607
68 	94    	343   	312	543
69 	98    	354.59	312	571
70 	96    	342.37	312	565
71 	94    	339.8 	312	540
72 	94    	347.36	312	509
73 	95    	352.44	312	503
74 	95    	334.57	312	490
75 	98    	345.84	312	520
76 	97    	341.03	312	548
77 	97    	342.89	312	510
78 	94    	340.25	312	516
79 	96    	345.41	312	613
80 	95    	349.48	312	613
81 	95    	349.09	312	576
82 	97    	346.77	312	503
83 	98    	342.71	312	547
84 	94    	333.32	312	487
85 	97    	348.07	312	536
86 	97    	353.26	312	637
87 	94    	335.08	312	483
88 	97    	346.1 	312	634
89 	94    	349.9 	312	621
90 	93    	357.92	312	510
91 	99    	350.53	312	584
92 	97    	335.52	312	548
93 	96    	341.01	312	506
94 	95    	345.17	312	582
95 	97    	349.63	312	546
96 	96    	341.88	312	503
97 	97    	348.38	312	547
98 	97    	344.8 	312	510
99 	99    	356.16	312	524
100	95    	347.79	312	545
-------------------- 10 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	553.96	414	673
1  	96    	510.74	364	630
2  	99    	486.15	384	617
3  	100   	472.83	359	590
4  	95    	457.12	365	615
5  	95    	441.07	365	577
6  	96    	427.88	349	589
7  	97    	414.68	351	553
8  	96    	411.92	348	537
9  	94    	408.85	317	591
10 	96    	409.11	317	576
11 	98    	410.86	317	589
12 	97    	408.22	312	601
13 	96    	396.16	312	584
14 	100   	395.38	312	602
15 	94    	380.78	312	568
16 	94    	368.32	312	621
17 	92    	368.22	312	598
18 	95    	346.81	312	515
19 	95    	347.05	312	575
20 	98    	346.85	312	510
21 	95    	341.28	312	538
22 	91    	340.23	312	575
23 	96    	337.07	312	510
24 	97    	344.43	312	503
25 	92    	342.28	312	602
26 	96    	345.83	312	609
27 	98    	339.06	312	526
28 	97    	345.51	312	585
29 	95    	339.63	312	536
30 	99    	351.63	312	536
31 	98    	347.97	312	578
32 	98    	351.75	312	515
33 	95    	340.69	312	521
34 	100   	352.48	312	565
35 	97    	349.38	312	510
36 	96    	338.17	312	518
37 	100   	346.35	312	604
38 	93    	349.18	312	573
39 	97    	343.01	312	590
40 	98    	354.55	312	549
41 	99    	350.56	312	527
42 	97    	351.72	312	570
43 	96    	353.15	312	510
44 	94    	353.75	312	620
45 	99    	348.57	312	513
46 	95    	340.62	312	573
47 	98    	349.86	312	563
48 	95    	342.5 	312	519
49 	98    	345.88	312	525
50 	98    	346.31	312	572
51 	99    	349.27	312	584
52 	100   	342.05	312	520
53 	94    	342.22	312	527
54 	96    	335.75	312	503
55 	98    	354.54	312	510
56 	97    	337.48	312	498
57 	93    	338.28	312	519
