----------- single_objective_10Cent_50 -----------
-------------------- 1 ---------------------
log: gen	nevals	mean  	min	max
58 	99    	352.32	312	547
59 	99    	353.52	312	561
60 	96    	338.18	312	509
61 	95    	355.74	312	578
62 	93    	339.2 	312	477
63 	98    	347.78	312	526
64 	94    	343.88	312	555
65 	98    	349.52	312	528
66 	99    	343.52	312	538
67 	98    	354.32	312	513
68 	92    	349.73	312	570
69 	98    	345.57	312	536
70 	96    	338.89	312	573
71 	96    	342.62	312	578
72 	95    	352.62	312	512
73 	93    	342.16	312	503
74 	98    	349.25	312	583
75 	94    	346.76	312	516
76 	92    	339.2 	312	621
77 	96    	344.46	312	496
78 	94    	338.83	312	556
79 	98    	341.37	312	503
80 	95    	340.64	312	529
81 	100   	349.37	312	608
82 	95    	339.25	312	570
83 	94    	348.43	312	510
84 	96    	343.38	312	582
85 	97    	349.23	312	539
86 	95    	351.58	312	516
87 	94    	340.09	312	598
88 	97    	346.09	312	634
89 	95    	354.94	312	592
90 	97    	362.2 	312	561
91 	92    	338.44	312	517
92 	98    	349.51	312	546
93 	97    	348.36	312	613
94 	97    	346.95	312	608
95 	93    	343.81	312	533
96 	93    	352.76	312	557
97 	98    	346.89	312	593
98 	98    	349.03	312	551
99 	95    	339.19	312	570
100	97    	350.04	312	533
-------------------- 11 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	548.08	417	674
1  	99    	521.31	383	654
2  	94    	499.66	383	627
3  	96    	481.79	378	624
4  	95    	450.1 	356	633
5  	96    	446.71	367	567
6  	99    	438.03	324	594
7  	90    	430.74	324	571
8  	97    	443.63	327	618
9  	95    	432.12	327	603
10 	100   	420.31	327	666
11 	97    	402.18	327	534
12 	97    	387.69	324	587
13 	97    	386.06	324	583
14 	96    	376.09	324	560
15 	94    	378.75	324	578
16 	98    	382.22	324	566
17 	95    	377.2 	324	578
18 	99    	370.13	324	546
19 	97    	350.11	324	504
20 	97    	362.44	324	566
21 	95    	355.35	324	579
22 	93    	345.67	324	575
23 	94    	367.47	324	625
24 	97    	360.58	324	552
25 	98    	359.2 	324	536
26 	95    	351.72	324	557
27 	94    	356.08	324	560
28 	86    	349.74	324	524
29 	98    	351.77	324	601
30 	95    	349.27	324	489
31 	99    	362.67	324	554
32 	97    	363.7 	324	493
33 	98    	355.65	324	522
34 	98    	361.56	324	552
35 	97    	349.35	324	496
36 	97    	358.13	324	578
37 	96    	359.7 	324	516
38 	94    	354.72	324	577
39 	94    	355.96	324	513
40 	96    	346.11	324	554
41 	98    	351.22	324	493
42 	95    	364.67	324	497
43 	94    	362.45	324	566
44 	93    	347.13	324	500
45 	99    	357.86	324	593
46 	94    	356.53	324	547
47 	97    	351.37	324	510
48 	94    	354.01	324	625
49 	96    	345.78	324	501
50 	93    	355.35	324	545
51 	96    	356.33	324	506
52 	96    	360.46	324	533
53 	97    	369.64	324	540
54 	97    	360.97	324	566
55 	98    	356.55	324	508
56 	93    	361.4 	324	605
57 	100   	367.51	324	569
58 	97    	363.44	324	538
59 	96    	355.64	324	527
60 	94    	359.53	324	537
61 	92    	357.13	324	494
62 	99    	359.51	324	561
63 	97    	349.62	324	593
64 	96    	352.78	324	555
65 	97    	352.36	324	545
66 	95    	360.01	324	625
67 	96    	347.57	324	606
68 	99    	344.08	324	509
69 	96    	361.08	324	563
70 	97    	365.3 	324	534
71 	97    	358.59	324	546
72 	99    	347.18	324	516
73 	94    	354.44	324	567
74 	97    	365.21	324	611
75 	94    	359.45	324	566
76 	96    	351.24	324	493
77 	94    	358.48	324	538
78 	99    	361.65	324	536
79 	96    	350.42	324	496
80 	95    	360.55	324	537
81 	99    	346.79	324	493
82 	94    	361.22	324	601
83 	92    	368.09	324	513
84 	94    	353.39	324	546
85 	95    	348.92	324	496
86 	96    	358.06	324	560
87 	98    	354.52	324	561
88 	95    	354.68	324	625
89 	97    	353.48	324	517
90 	92    	349.85	324	496
91 	99    	355.13	324	536
92 	93    	352.82	324	608
93 	98    	352.13	324	516
94 	99    	367.51	324	523
95 	93    	353.33	324	541
96 	97    	358.1 	324	587
97 	95    	361.3 	324	568
98 	96    	358.25	324	516
99 	94    	361.22	324	613
100	95    	351.02	324	596
-------------------- 12 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	545.06	402	662
1  	94    	507.7 	372	615
2  	98    	480.32	372	635
3  	98    	457.95	372	569
4  	95    	456.56	340	632
5  	96    	437.24	345	595
6  	93    	433.82	345	545
7  	97    	417.85	334	579
8  	97    	411.95	334	557
9  	97    	398.65	334	544
10 	92    	392.73	334	602
11 	96    	374.26	334	566
12 	95    	379.3 	306	554
13 	96    	383.05	306	604
14 	95    	366.58	306	554
15 	93    	359.64	306	567
16 	100   	352.96	306	531
17 	97    	341.98	306	504
18 	97    	348.62	306	607
19 	95    	344.16	306	497
20 	95    	329.88	306	489
21 	98    	356.03	306	607
22 	96    	345.05	306	546
23 	100   	338.49	306	589
24 	98    	336.45	306	570
25 	94    	339.91	306	626
26 	94    	342.82	306	553
27 	99    	336.88	306	490
28 	93    	337.59	306	504
29 	95    	340.57	306	504
30 	97    	337.41	306	520
31 	94    	340.62	306	510
32 	99    	353.86	306	597
33 	95    	336.41	306	598
34 	95    	346.22	306	582
35 	98    	347.45	306	530
36 	96    	331.03	306	565
37 	96    	347.46	306	558
38 	98    	352.48	306	566
39 	97    	342.93	306	572
40 	97    	335.83	306	569
41 	98    	333.75	306	577
42 	96    	350.48	306	573
43 	90    	340.5 	306	543
44 	97    	333.25	306	489
45 	97    	337.65	306	553
46 	98    	350.55	306	572
47 	98    	347.84	306	513
48 	97    	345.03	306	632
49 	97    	336.33	306	591
50 	98    	335.18	306	604
51 	98    	340.5 	306	538
52 	99    	346.85	306	504
53 	93    	347.2 	306	502
54 	97    	344.93	306	541
55 	99    	335.47	306	525
56 	96    	337.18	306	541
57 	93    	338.88	306	579
58 	98    	330.98	306	497
59 	93    	340.66	306	507
60 	99    	336.26	306	534
61 	95    	340.37	306	556
62 	98    	341.4 	306	497
63 	97    	346.22	306	574
64 	95    	348.96	306	575
65 	98    	340.03	306	585
66 	96    	349.44	306	532
67 	99    	349.48	306	574
68 	93    	344.46	306	554
69 	93    	343.73	306	574
70 	96    	350.02	306	563
71 	95    	345.05	306	555
72 	97    	346.75	306	607
73 	96    	335.23	306	483
74 	96    	339.25	306	501
75 	98    	337.93	306	497
76 	98    	352.72	306	579
77 	95    	343.22	306	537
78 	96    	342.29	306	566
79 	99    	339.34	306	592
80 	98    	342.67	306	659
81 	97    	344.04	306	527
82 	97    	336.83	306	497
83 	96    	341.37	306	592
84 	96    	325.54	306	490
85 	94    	333.05	306	642
86 	97    	351.28	306	558
87 	99    	347.36	306	572
88 	96    	342.33	306	564
89 	89    	349.54	306	567
90 	96    	340.01	306	543
91 	96    	345.86	306	536
92 	96    	335.6 	306	532
93 	96    	336.62	306	659
94 	95    	327.81	306	497
95 	95    	339.44	306	530
96 	93    	334.96	306	516
97 	90    	334.77	306	504
98 	97    	343.35	306	504
99 	97    	337.61	306	523
100	98    	341.89	306	542
-------------------- 13 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	550.38	438	688
1  	98    	511.29	431	639
2  	95    	500.28	411	620
3  	97    	496.6 	411	621
4  	96    	489.5 	382	642
5  	98    	468.74	364	574
6  	96    	459.18	354	640
7  	97    	446.59	354	612
8  	98    	420.78	337	553
9  	99    	423.05	332	593
10 	97    	406.92	317	554
11 	96    	406.4 	312	554
12 	97    	393.77	317	560
13 	98    	412.37	317	606
14 	95    	411.84	312	654
15 	99    	395.81	312	680
16 	94    	373.3 	312	601
17 	95    	369.62	312	535
18 	89    	358.08	312	636
19 	94    	346.57	312	634
20 	96    	347.16	312	503
21 	99    	351.79	312	573
22 	99    	359.91	312	526
23 	98    	344.75	312	510
24 	97    	345.24	312	547
25 	94    	336.15	312	584
26 	95    	347.7 	312	510
27 	95    	349.13	312	573
28 	91    	345.22	312	627
29 	95    	342.8 	312	613
30 	96    	346.27	312	510
31 	97    	347.64	312	575
32 	97    	349.52	312	626
33 	99    	349.84	312	546
34 	92    	340.11	312	554
35 	96    	352.91	312	554
36 	96    	348.46	312	526
37 	94    	336.48	312	554
38 	97    	341.8 	312	504
39 	95    	351.71	312	521
40 	97    	352.36	312	503
41 	94    	343.15	312	504
42 	93    	345.5 	312	620
43 	97    	343.43	312	503
44 	100   	356.09	312	536
45 	100   	350.95	312	561
46 	96    	352.04	312	627
47 	98    	341.62	312	510
48 	94    	357.68	312	627
49 	94    	342.45	312	525
50 	98    	340.37	312	510
51 	91    	345.11	312	510
52 	95    	346.97	312	552
53 	93    	352.96	312	581
54 	98    	346.27	312	570
55 	95    	344.41	312	564
56 	95    	348.82	312	513
57 	94    	362.01	312	613
58 	98    	344.49	312	597
59 	96    	359.37	312	578
60 	96    	356.82	312	602
61 	94    	350.79	312	593
62 	97    	347.74	312	613
63 	93    	351.04	312	525
64 	94    	343.41	312	513
65 	97    	352.99	312	510
66 	98    	358.13	312	535
67 	96    	351.68	312	635
68 	92    	354.12	312	626
69 	99    	353.76	312	620
70 	99    	345.06	312	517
71 	96    	355.59	312	627
72 	98    	348.73	312	564
73 	93    	336.55	312	530
74 	98    	351.98	312	510
75 	96    	347.7 	312	532
76 	96    	350.01	312	578
77 	97    	347.42	312	523
78 	96    	349.69	312	571
79 	93    	346.91	312	503
80 	98    	350.91	312	510
81 	93    	360.95	312	613
82 	95    	346.25	312	543
83 	97    	351.32	312	501
84 	96    	350.71	312	510
85 	97    	343.19	312	611
86 	95    	346.99	312	503
87 	99    	352.18	312	526
88 	92    	342.84	312	585
89 	99    	342.44	312	503
90 	95    	347.09	312	528
91 	96    	346.58	312	538
92 	99    	345.03	312	598
93 	96    	348.28	312	582
94 	95    	348.1 	312	628
95 	97    	347.12	312	535
96 	96    	342.25	312	523
97 	95    	351.86	312	581
98 	99    	348.81	312	503
99 	97    	344.45	312	613
100	98    	346.58	312	570
-------------------- 14 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	553.29	434	665
1  	97    	512.75	381	616
2  	97    	496.24	357	590
3  	99    	488.33	311	594
4  	98    	461.45	311	599
5  	93    	448.31	311	588
6  	95    	443.08	311	647
7  	95    	423.4 	311	617
8  	98    	415.86	311	556
9  	96    	387.52	311	544
10 	96    	378.8 	311	543
11 	99    	371.07	311	563
12 	97    	346.42	311	600
13 	93    	350.41	311	582
14 	98    	346.3 	311	575
15 	98    	347.35	311	600
16 	92    	344.63	311	622
17 	98    	333.05	311	489
18 	95    	343.52	311	544
19 	95    	336.12	311	515
20 	95    	340.55	311	526
21 	99    	349.48	311	509
22 	98    	342.77	311	548
23 	95    	340.56	311	527
24 	96    	353.88	311	542
25 	97    	341.2 	311	495
26 	96    	360.36	311	565
27 	93    	349.27	311	523
28 	94    	332.21	311	502
29 	99    	351.74	311	539
30 	96    	365.04	311	557
31 	96    	353.63	311	607
32 	96    	341.4 	311	580
33 	98    	342.19	311	570
34 	98    	342.54	311	502
35 	95    	352.32	311	566
36 	95    	345.99	311	609
37 	95    	338.41	311	509
38 	99    	347.16	311	567
39 	96    	341.97	311	515
40 	96    	343.08	311	552
41 	100   	341.36	311	509
42 	97    	355.89	311	570
43 	97    	356.67	311	553
44 	91    	349.66	311	508
45 	99    	340.6 	311	546
46 	94    	343.84	311	556
47 	98    	342.67	311	534
48 	95    	344.69	311	542
49 	96    	342.72	311	558
50 	89    	336.54	311	509
51 	100   	352.09	311	524
52 	95    	348.61	311	536
53 	94    	339.45	311	528
54 	94    	344.75	311	609
55 	98    	343.92	311	509
56 	95    	333.92	311	502
57 	91    	342.93	311	538
58 	96    	344.1 	311	649
59 	99    	347.38	311	548
60 	98    	341.81	311	598
61 	97    	346.71	311	503
62 	95    	342.49	311	578
63 	98    	338.52	311	509
64 	98    	338.19	311	547
65 	98    	345.39	311	570
66 	98    	336.85	311	510
67 	96    	338.87	311	502
68 	98    	350.17	311	585
69 	99    	346.11	311	545
70 	98    	340.25	311	528
71 	92    	333.42	311	519
72 	97    	357.2 	311	612
73 	96    	339.3 	311	530
74 	99    	345.49	311	529
75 	98    	341.44	311	509
76 	98    	341.8 	311	584
77 	95    	351.51	311	548
78 	96    	346.04	311	564
79 	94    	343.56	311	660
80 	94    	347.82	311	503
81 	95    	336.47	311	502
82 	97    	340.58	311	571
83 	93    	352.19	311	584
84 	98    	340.87	311	552
85 	94    	335.61	311	473
86 	99    	353.34	311	610
87 	90    	343.25	311	583
88 	96    	342.28	311	509
89 	95    	348.02	311	659
90 	97    	342.24	311	546
91 	98    	346.67	311	549
92 	94    	341.71	311	584
93 	98    	344.75	311	581
94 	96    	344.71	311	545
95 	95    	342.17	311	515
96 	99    	339.87	311	613
97 	98    	344.23	311	544
98 	95    	336.02	311	571
99 	95    	334.72	311	524
100	95    	356.83	311	507
-------------------- 15 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	546.36	422	680
1  	93    	508.14	336	622
2  	95    	486.64	422	605
3  	97    	477.39	374	588
4  	96    	460.64	361	620
5  	98    	461.34	361	612
6  	98    	446.64	361	591
7  	97    	441.03	367	606
8  	94    	443.98	367	569
9  	99    	433.1 	336	578
10 	95    	425.47	336	549
11 	97    	416.83	311	571
12 	94    	398.71	311	568
13 	93    	401.3 	311	579
14 	99    	395.07	311	588
15 	99    	389.25	311	552
16 	94    	375.13	306	643
17 	94    	371.17	306	594
18 	97    	358.09	306	611
19 	94    	349.08	306	605
20 	94    	356.08	306	582
21 	96    	345.04	306	555
22 	95    	337.02	306	518
23 	97    	341.05	306	514
24 	97    	331.12	306	515
25 	97    	348.75	306	535
26 	96    	343.81	306	504
27 	95    	345.54	306	544
28 	97    	347.13	306	590
29 	95    	342.79	306	554
30 	95    	341.13	306	557
31 	99    	344.24	306	526
32 	98    	354.83	306	574
33 	91    	354.03	306	504
34 	98    	353.84	306	654
35 	97    	333.89	306	543
36 	98    	340.48	306	591
37 	97    	352.07	306	607
38 	98    	339.13	306	541
39 	94    	349   	306	626
40 	97    	335.55	306	543
41 	97    	342.3 	306	504
42 	90    	341.12	306	555
43 	97    	333.19	306	566
44 	95    	338.84	306	598
45 	97    	350.96	306	578
46 	97    	350.81	306	542
47 	99    	335.54	306	573
48 	98    	340.11	306	523
49 	96    	340.03	306	558
50 	95    	347.18	306	604
51 	96    	335.41	306	536
52 	95    	345.84	306	603
53 	97    	340.31	306	504
54 	95    	344.64	306	610
55 	98    	354.77	306	585
56 	97    	344.36	306	531
57 	96    	347.19	306	536
58 	95    	348.26	306	616
59 	99    	340.21	306	545
60 	98    	346.45	306	504
61 	92    	328.83	306	535
62 	97    	342.96	306	521
63 	97    	341.65	306	585
64 	93    	346.38	306	566
65 	95    	343.58	306	578
66 	91    	344.92	306	567
67 	96    	343.14	306	534
68 	96    	345.13	306	536
69 	94    	350.89	306	555
70 	98    	348.39	306	573
71 	97    	349.99	306	558
72 	92    	333.06	306	490
73 	97    	343.7 	306	581
74 	95    	348.26	306	574
75 	94    	347.78	306	504
76 	99    	345.44	306	551
77 	97    	330.71	306	533
78 	98    	325.9 	306	504
79 	97    	336.73	306	512
80 	97    	338.74	306	589
81 	96    	342.17	306	591
82 	100   	337.89	306	550
83 	97    	334.7 	306	521
84 	98    	340.53	306	529
85 	87    	340   	306	581
86 	96    	342.52	306	642
87 	99    	342.21	306	499
88 	91    	343.85	306	580
89 	99    	341.91	306	534
90 	98    	340.5 	306	501
91 	99    	340.82	306	508
92 	97    	347.95	306	568
93 	100   	341.02	306	543
94 	98    	341.75	306	555
95 	99    	336.2 	306	516
96 	96    	340.8 	306	526
97 	95    	346.25	306	616
98 	96    	342.46	306	568
99 	99    	343.43	306	568
100	96    	346.26	306	605
-------------------- 16 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	541.18	380	655
1  	98    	501.58	357	658
2  	95    	481.59	371	623
3  	96    	466.36	330	574
4  	96    	463.54	375	585
5  	95    	458.13	345	627
6  	95    	451.19	345	574
7  	95    	444.48	324	612
8  	98    	432.66	324	585
9  	93    	421.87	324	613
10 	95    	391.79	324	546
11 	98    	369.83	324	571
12 	97    	363.68	324	562
13 	98    	371.3 	324	563
14 	100   	357.69	324	568
15 	96    	355.07	324	598
16 	95    	358.78	324	613
17 	95    	355.2 	324	540
18 	93    	351.24	324	523
19 	95    	356.6 	324	544
20 	94    	355.4 	324	586
21 	93    	351.52	324	508
22 	97    	347.56	324	494
23 	98    	352.84	324	530
24 	97    	352.11	324	593
25 	98    	354.14	324	542
26 	98    	356.01	324	551
27 	98    	354.02	324	510
28 	96    	351.66	324	536
29 	97    	364.81	324	512
30 	97    	356.44	324	504
31 	97    	354.08	324	658
32 	96    	354.76	324	516
33 	99    	368.58	324	579
34 	95    	347.61	324	563
35 	93    	353.16	324	526
36 	97    	346.01	324	530
37 	95    	362.65	324	526
38 	99    	357.98	324	569
39 	96    	365.55	324	563
40 	93    	364.87	324	625
41 	97    	357.6 	324	530
42 	95    	365.32	324	579
43 	94    	352.54	324	486
44 	92    	345.1 	324	537
45 	98    	361.54	324	513
46 	97    	353.45	324	568
47 	98    	355.78	324	625
48 	98    	364.14	324	575
49 	93    	363.11	324	615
50 	97    	365.98	324	523
51 	99    	362.08	324	541
52 	94    	363.76	324	529
53 	96    	351.87	324	504
54 	94    	350.89	324	501
55 	95    	357.3 	324	625
56 	98    	349.03	324	486
57 	98    	362.5 	324	563
58 	94    	362.04	324	552
59 	97    	367.4 	324	580
60 	97    	347.13	324	495
61 	97    	368.32	324	535
62 	96    	351.05	324	493
63 	94    	359.35	324	577
64 	96    	358.7 	324	543
65 	91    	366.47	324	626
66 	95    	351.48	324	593
67 	98    	351.14	324	496
68 	91    	365.7 	324	563
69 	95    	355.66	324	579
70 	96    	368.91	324	618
71 	92    	360.37	324	556
72 	97    	351.8 	324	565
73 	94    	351.44	324	588
74 	100   	356.6 	324	598
75 	92    	356.62	324	496
76 	98    	358.87	324	564
77 	99    	355.96	324	538
78 	95    	360.19	324	563
79 	93    	357.26	324	504
80 	96    	359.03	324	589
81 	96    	363.55	324	539
82 	99    	356.3 	324	508
83 	100   	358.39	324	497
84 	97    	350.88	324	496
85 	95    	356.14	324	547
86 	95    	352.01	324	507
87 	97    	348.44	324	516
88 	96    	353.06	324	611
89 	97    	356.51	324	580
90 	97    	350.6 	324	573
91 	99    	361.58	324	496
92 	97    	354.11	324	526
93 	96    	356.59	324	514
94 	90    	352.26	324	496
95 	96    	360.59	324	625
96 	94    	358.33	324	576
97 	95    	355.42	324	551
98 	98    	355.7 	324	536
99 	95    	359.25	324	512
100	95    	356.15	324	614
-------------------- 17 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	542.14	418	639
1  	97    	514.52	384	656
2  	98    	493.9 	384	594
3  	99    	487.05	380	631
4  	91    	460.34	343	598
5  	98    	448.33	327	621
6  	92    	434.12	327	608
7  	97    	422.05	327	566
8  	98    	422.91	327	583
9  	97    	432.36	327	643
10 	98    	426.82	306	586
11 	93    	407.31	312	559
12 	99    	398.07	312	595
13 	100   	385.5 	312	563
14 	94    	366.85	306	589
15 	97    	348.72	306	529
16 	97    	343.57	306	504
17 	99    	357.13	306	610
18 	97    	358.23	306	553
19 	96    	368.9 	306	585
20 	97    	372.27	306	551
21 	96    	360.65	306	531
22 	95    	363.54	306	566
23 	96    	348   	306	575
24 	98    	337.75	306	504
25 	96    	334.82	306	536
26 	99    	352.41	306	607
27 	94    	344.97	306	633
28 	100   	339.67	306	594
29 	96    	348.58	306	537
30 	99    	342.81	306	527
31 	96    	346.14	306	554
32 	93    	348.82	306	574
33 	97    	346.08	306	557
34 	94    	333.66	306	533
35 	96    	349.63	306	580
36 	96    	344.05	306	568
37 	97    	340.74	306	558
38 	95    	334.11	306	497
39 	95    	346.71	306	504
40 	96    	342.65	306	523
41 	99    	336.45	306	497
42 	99    	336.46	306	563
43 	96    	323.96	306	461
44 	96    	347.64	306	603
45 	94    	353.37	306	604
46 	97    	343.22	306	537
47 	98    	339.78	306	633
48 	99    	338.05	306	504
49 	92    	334.06	306	504
50 	97    	335.65	306	505
51 	95    	348.31	306	603
52 	97    	349.91	306	525
53 	99    	338.62	306	497
54 	94    	348.69	306	620
55 	98    	348.16	306	571
56 	98    	350.42	306	554
57 	93    	349.89	306	558
58 	99    	347.67	306	610
59 	93    	340.65	306	501
60 	97    	339.24	306	620
61 	93    	347.59	306	543
62 	96    	352.93	306	555
63 	99    	343.26	306	519
64 	94    	338.1 	306	535
65 	97    	338.78	306	566
66 	95    	336.86	306	490
67 	98    	337.74	306	607
68 	94    	338.21	306	536
69 	97    	339.64	306	535
70 	97    	343.06	306	522
71 	96    	350.43	306	555
72 	95    	342.99	306	633
73 	98    	340.41	306	504
74 	97    	341.27	306	504
75 	96    	342.4 	306	529
76 	93    	345.42	306	537
77 	94    	343.05	306	513
78 	95    	349.29	306	504
79 	99    	337.38	306	545
80 	94    	345.89	306	620
81 	97    	344.05	306	613
82 	97    	342.42	306	620
83 	94    	345.36	306	574
84 	95    	332.68	306	612
85 	97    	333.14	306	508
86 	97    	340.21	306	543
87 	97    	334.3 	306	570
88 	95    	339.66	306	615
89 	97    	329.8 	306	563
90 	97    	333.84	306	510
91 	93    	334.9 	306	535
92 	99    	342.77	306	557
93 	98    	325.54	306	468
94 	96    	345.43	306	541
95 	93    	351.38	306	580
96 	98    	350.11	306	580
97 	94    	341.11	306	579
98 	93    	335.86	306	536
99 	95    	338.35	306	507
100	97    	336.42	306	512
-------------------- 18 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	537.96	392	663
1  	94    	502.68	365	622
2  	94    	474.98	365	627
3  	97    	465.68	365	592
4  	90    	452.36	345	649
5  	96    	443.33	333	645
6  	96    	437.23	336	594
7  	95    	429.45	333	584
8  	94    	417.84	319	610
9  	93    	409.54	319	559
10 	97    	411.6 	319	601
11 	94    	400.63	306	567
12 	99    	377.59	306	536
13 	92    	360.84	306	528
14 	94    	353.67	306	572
15 	95    	344.75	306	510
16 	94    	337   	306	504
17 	96    	347.28	306	558
18 	94    	362.68	306	574
19 	95    	335.18	306	527
20 	93    	342.9 	306	540
21 	94    	351.41	306	534
22 	97    	351.19	306	580
23 	99    	333.09	306	497
24 	97    	338.44	306	525
25 	93    	342.99	306	497
26 	95    	333.69	306	504
27 	96    	355.7 	306	574
28 	96    	349.88	306	497
29 	95    	328.39	306	584
30 	96    	341.95	306	540
31 	95    	337.96	306	541
32 	99    	339.47	306	553
33 	97    	344.27	306	504
34 	95    	335.8 	306	510
35 	95    	338.94	306	522
36 	96    	337.53	306	529
37 	95    	345.62	306	659
38 	97    	345.58	306	555
39 	99    	344.26	306	592
40 	93    	340.36	306	580
41 	97    	334.11	306	507
42 	100   	343.05	306	648
43 	95    	340.17	306	579
44 	95    	340.03	306	572
45 	97    	335.68	306	504
46 	92    	339.35	306	564
47 	96    	338.05	306	574
48 	92    	340.7 	306	584
49 	99    	345.05	306	541
50 	95    	340.05	306	504
51 	97    	338.28	306	528
52 	95    	336.65	306	579
53 	95    	343.7 	306	560
54 	97    	342.97	306	538
55 	95    	349.68	306	571
56 	96    	344.5 	306	630
57 	90    	326.9 	306	504
58 	98    	334.44	306	567
59 	94    	340.94	306	525
60 	95    	343.78	306	549
61 	97    	341.27	306	516
62 	100   	348.89	306	607
63 	93    	342.92	306	516
64 	98    	342.72	306	549
65 	99    	340.95	306	594
66 	94    	345.66	306	593
67 	95    	343.48	306	659
68 	97    	341.57	306	553
69 	96    	335.58	306	532
70 	99    	345.57	306	568
71 	93    	343.64	306	512
72 	95    	341.51	306	633
73 	96    	346.5 	306	503
74 	96    	340.3 	306	554
75 	97    	342.7 	306	518
76 	93    	338.27	306	615
77 	98    	343.97	306	560
78 	92    	349.44	306	566
79 	94    	345.7 	306	597
80 	96    	348.47	306	541
81 	96    	348.97	306	497
82 	97    	344.4 	306	558
83 	97    	343.6 	306	534
84 	98    	343.08	306	591
85 	100   	350.16	306	570
86 	99    	344.27	306	555
87 	96    	335.23	306	612
88 	96    	354.21	306	589
89 	98    	337.96	306	514
90 	98    	340.86	306	528
91 	95    	337.05	306	557
92 	96    	334.01	306	508
93 	93    	346.54	306	554
94 	95    	346.25	306	568
95 	96    	357.41	306	620
96 	96    	350.79	306	565
97 	99    	337.72	306	525
98 	98    	337.74	306	543
99 	97    	346.84	306	567
100	99    	342.16	306	490
-------------------- 19 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	543.06	436	671
1  	97    	515.57	415	634
2  	98    	494.8 	416	587
3  	96    	478.96	364	574
4  	96    	477.12	364	595
5  	100   	466.86	343	604
6  	97    	447.02	364	585
7  	94    	430.91	337	591
8  	97    	428.75	337	580
9  	94    	418.96	330	581
10 	98    	418.67	330	570
11 	95    	385.92	317	536
12 	95    	390.19	317	604
13 	97    	376.93	317	544
14 	99    	385.63	324	550
15 	96    	366.3 	324	511
16 	97    	373.86	324	604
17 	96    	380.89	324	554
18 	96    	362.72	324	541
19 	99    	351.97	324	527
20 	94    	351.16	324	498
21 	96    	345.33	324	496
22 	95    	359.07	324	561
23 	99    	355.4 	324	515
24 	97    	351.23	324	568
25 	100   	347.34	324	605
26 	97    	358.38	324	647
27 	97    	355.85	324	569
28 	97    	358.61	324	550
29 	95    	357.5 	324	534
30 	97    	361.09	324	593
31 	98    	355.83	324	511
32 	91    	352.66	324	518
33 	93    	349.92	324	609
34 	97    	363.7 	324	546
35 	98    	362.7 	324	566
36 	95    	360.54	324	552
37 	97    	354.66	324	527
38 	97    	354.65	324	611
39 	91    	354.42	324	500
40 	99    	365.54	324	632
41 	95    	361.36	324	558
42 	97    	360.01	324	634
43 	100   	352.32	324	522
44 	96    	365   	324	539
45 	95    	355.93	324	507
46 	96    	351.83	324	508
47 	94    	355.92	324	526
48 	95    	350.26	324	626
49 	96    	355.92	324	573
50 	94    	355.17	324	573
51 	93    	349.96	324	506
52 	96    	363.01	324	536
53 	93    	352.85	324	496
54 	95    	352.09	324	552
55 	95    	344.32	324	493
56 	99    	362.99	324	486
57 	97    	365.68	324	578
58 	95    	353.18	324	493
59 	94    	352.06	324	554
60 	95    	358.29	324	548
61 	98    	364.66	324	623
62 	96    	355.69	324	593
63 	92    	360.07	324	658
64 	94    	349.95	324	493
65 	92    	359.04	324	598
66 	96    	363.92	324	601
67 	99    	351.76	324	580
68 	94    	360.56	324	541
69 	98    	360.18	324	519
70 	97    	355.4 	324	496
71 	96    	364.55	324	569
72 	96    	355.44	324	577
73 	95    	357.87	324	569
74 	94    	360.78	324	565
75 	97    	356.11	324	558
76 	98    	355.9 	324	534
77 	96    	359.75	324	563
78 	99    	350.23	324	503
79 	97    	361.51	324	567
80 	92    	360.77	324	635
81 	96    	352.75	324	517
82 	95    	351.68	324	501
83 	99    	356.99	324	541
84 	94    	363.14	324	539
85 	94    	369.26	324	593
86 	97    	356.37	324	567
87 	96    	351.22	324	515
88 	93    	358.54	324	594
89 	96    	358.95	324	539
90 	94    	362.2 	324	611
91 	94    	354.07	324	525
92 	100   	354.16	324	514
93 	95    	362.61	324	625
94 	92    	355.64	324	569
95 	97    	357.9 	324	575
96 	94    	347.84	324	523
97 	90    	348.65	324	546
98 	94    	357.38	324	609
99 	98    	353.96	324	579
100	98    	354.22	324	501
-------------------- 20 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	548.19	399	660
1  	99    	516.54	399	634
2  	99    	500.46	373	620
3  	98    	479.04	360	626
4  	98    	476.26	357	632
5  	94    	449.73	360	593
6  	96    	446.09	337	632
7  	97    	438.87	337	612
8  	97    	429.32	343	582
9  	98    	419.6 	337	630
10 	98    	411.76	323	603
11 	94    	401.37	323	552
12 	97    	403.68	323	562
13 	95    	392.82	323	554
14 	93    	388.08	312	584
15 	94    	377.24	312	557
